block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,10.36,10.33,1,1,SPEAKER_11,생명존중을 실천하는 위더스 제약에서 6시를 알려드립니다.
DJ/GUEST,42.44,218.18,175.74,10,2,"SPEAKER_06,SPEAKER_24",외롭고 쓸쓸하다는 말을 입에 달고 사는 친구들이 주변에 많습니다 아 외로워 진짜 외로워 진짜 진짜 외로워 내게 남겨진 건 차리찬 술잔과 눈물뿐인 것 같아 그러면서 40년이나 된 노래 외로운 술잔을 외롭게 쓸쓸하게 철양하게 아프게 읊조리는 친구도 있습니다 아 이제 그만 외로움 좀 그만 낭비해 자신의 외로움으로 주변을 오염시키는 친구들을 향해 외칩니다. 아 이제는 너의 외로움을 에너지로 쓰는 법을 배우도록 해. 그동안 충분히 외로움을 마구 허비했으니까 이제는 좀 달라지도록 해. 외로움을 없애려고만 들지 말고 외로움을 가지고서 할 수 있는 발전적 일들을 찾으라고 조언합니다 외로움을 아끼고 보듬으며 할 수 있는 일들이 찾아보면 꽤 있을 겁니다 지금은 지독하게 외로운 시대라고 사람들은 어느 시대를 살든 늘 말해왔죠 날씨 때문에 외로움 지수가 확 올라가는 저녁입니다. 그래도 우리는 홀로 덩그러니 버려지기 위해 이 세상에 온 게 아닐 겁니다. 자 11월 26일 화요일입니다. 배철수의 막캠프 출발합니다. 고맙습니다.
DJ,408.47,499.86,91.39,10,1,SPEAKER_24,"예스 예언주와 노래 owner of a lonely heart 들었습니다 예스라는 밴드가 음악 장르로 분류를 해보면 약간 프로그레시브 락밴드 아니에요 싱글차트 히트곡을 내기 어려운데 아 이 곡은 싱글차트 1위에 올랐죠 예스 owner of a lonely heart 외로워도 좋다 백혜미 이승계 0833번 아 배철수의 음악 캠프 방송 안 되는 시간은 어떻게 하실게요? 다시 듣기로? 배철수의 음악 캠프를 듣는 동안은 우리 모두 같이 함께 들으니까 외롭지 않을 수 있죠. 그래요. 외로운 분들은 모두 모이시기 바랍니다. 모였으면 뒤돌아가 아니에요 그냥 모이세요 외로움을 함께 나누면 조금씩 줄어들 겁니다 배철수의 음악 캠프 출발했습니다. 첫 곡으로 Yes의 Owner of a Lonely Heart 들었고요. 1부, 2부 현대해상화재보험, 벤트플라겔 태극제의학, LG 힐링미 안마의자, 주식회사 자코모, 미래세증권, 동아약품 하나투어, IS동석, 주식회사 다우닝, 신한은행, KFC코리아, 백조싱크, 삼성자산운용코덱스에서 함께합니다."
AD,499.83,676.28,176.45,8,7,"SPEAKER_05,SPEAKER_08,SPEAKER_09,SPEAKER_11,SPEAKER_17,SPEAKER_20,SPEAKER_22",가입 시 유의사항을 확인하세요. 자극이 적으니까 멍에 바르다 벤트플라겔 얼굴부터 발끝까지 멍에 빠르다 벤트플라겔 누구라도 어떤 부위라도 깊은 멍에 붓기 타박성까지 멍에 바르다 멍에 빠르다 태극제약 벤트플라겔 약국에서 찾으세요 태극제약 마음에 폭풍이 몰아치는 하루였다면 잠시 귀 기울여 보세요 이 소리는 스트레스 감소를 도와주는 안마의자 LG 힐링미의 마인드케어 사운드입니다. 휴식의 새로운 바이브 LG 힐링미 MX9 다 같은 소파라도 쉽게 자코모가 될 수는 없죠 오랜 소파 장인 정신으로 주문 후 모든 과정을 직접 만드는 독보적 소파 퀄리티 이것이 소파 브랜드 호감도 1위의 퀄리티 정신 소파는 결국 자코모 24년 엠브레인 소파 브랜드 호감도 조사 기간 한정 건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로 내 연금 상품 그대로 중도해지 없이도 실물이 저는 지금이다 원금 손실 유의. 투자 전 상품 설명서 및 약관 필독. 한글자막 by 한효주 한글자막 by 한효주
GUEST,701.22,703.92,2.7,1,1,SPEAKER_06,고맙습니다.
AD,726.6,747.68,21.08,1,1,SPEAKER_05,고맙습니다.
DJ/GUEST,773.35,885.18,111.83,10,2,"SPEAKER_06,SPEAKER_24",고맙습니다. 당신에게서 눈을 띌 수가 없어요 Can't take my eyes off you 모트나켓 버전으로 참 많이 들었잖아요 우리가 오늘은 프랭키밸리 이게 오리지널입니다 프랭키밸리의 오리지널 들었습니다 Can't take my eyes off you 0484번으로 물레동에 사는 최기병씨 고맙습니다 헐 이 노래 들으니까 갑자기 아무나 붙잡고 고백하고 싶어졌어요 뭐예요? 외로우십니까? 외롭다고 아무나 붙잡고 고백하면 안 됩니다 그러면 큰일 나죠 최예정 씨 어이구 이민정 씨 이거 제가 좋아하는 노래예요 지금 전철 타고 리듬을 타고 집으로 가는 길 이거 운을 딱 맞췄네 전철을 타고 리듬을 타고 무사히 잘 도착하시고요 휴대전화 문자는 샷 8000번으로 받겠습니다 샷 8000번 50원의 정보 용료 추가되고요 길게 보내면 100원입니다 사진 보내실 수 있고요. 미니 게시판으로 참여하실 수도 있고요. 9614번으로 청해 주신 블루 스웨이드. 훅던어 필링.
DJ/GUEST,885.63,1490.59,604.96,33,2,"SPEAKER_06,SPEAKER_24","우카샤카우카우카우카샤카우카우카우카우카우카우카우카우카우카우카우카우카우카우카우카우카우카우칩 고맙습니다. 고맙습니다. It's tasty, some out of mind Girl, you got me thirsty For another cup of wine Got a bug from you, girl But I don't need no cure I just stay affected If I can for sure I'm hooked on a feeling I'm high on believing That you're in love with me I'm hooked on a feeling 고맙습니다. Let's kick what's getting old and make it new Oh I to I It's a blinding confrontation You and I We're a deadly combination Don't start mixing truth with jealousy 고맙습니다. 토토의 연주한 노래 파멜라 들었습니다 3305번으로 정해주셨네 이지영씨가 이 노래만 나오면 자꾸 생각나는 그분 파멜라 앤더슨 파멜라 앤더슨을 알면 나이가 좀 있는건데 젊은 친구들은 모를걸요 파멜라 앤더슨이라고 예전에 베이워치라는 TV 시리즈물이 있었어요. 해변가 수상구조대에서 벌어지는 이야기인데 파멜라 앤더슨이 나왔는데 몸매가... 몸매가... 그래가지고... 토토의 기타리스트 스티브 루카소가 출연했을 때 이 노래를 틀었어요. 음악 끝나고 제가 물어봤거든요. 스티브 루카소한테. 이 파멜라는 파멜라 앤더슨이냐? 그랬더니 난 몰라. 데이비 페이치한테 물어봐. 이러더라고요. 데이비 페이치가 가사를 썼거든요. 그래서 아직까지 밝혀지지 않았는데 아무튼 이 파멜라 앤더슨 이 양반이 한 시대를 풍미했어요. 그래서 머틀리 크루의 드러머인 타밀리하고 결혼했거든요. 요트 타고 신혼여행 가고 그러는데 정사 장면이 비디오가 유출됐어요. 그러니까 에라 모르겠다고 아예 포르노 사이트에 팔았어요. 상업적으로 팔아먹었어요. 아 진짜... 어 그래요? 오 파멜라가 보컬리스트 조셉 윌리엄스의 당시 여친이라는데요? 가만있어봐 조셉 윌리엄스는 존 윌리엄스 아들인데 영화음악의 대가 있잖아요 존 윌리엄스 아무튼 뭐 그렇습니다 뭐 중요하지 않은 걸 길게 얘기했네 3305번으로 청해 주신 토토의 파멜라. 앞에 들으신 음악은 블루 스웨이드의 훅 던어 필링이었고요. 이번에는 디발지. 9340번으로 청해 주셨네요. 디발지의 I like it."
GUEST,1520.86,1625.99,105.13,2,1,SPEAKER_06,my mind every day and every night my every thought is you the things you do seem so satisfying to me I must confess it girl and I like it you send chills up my spine every time I take one look at you 매주 일요일 업로드됩니다.
AD,1717.84,1765.73,47.89,3,2,"SPEAKER_01,SPEAKER_11",악보 찾으려면 어디로 가야 되지? 악보부터 받아 여기는 악보 바다 악보 찾다 열받아 컴다운 악보 바다 퀄리티가 달라 여기는 악보 바다 컴온 요 악보 바다 세상 모든 악보 온라인도 모바일도 여기서 다 다운 바다 뮤직 디자이너 악보 바다 지키고 싶은 연인 가족 우리 아이 건강 농업 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법 커져라 친환경 농산물 지구를 지키는 농부와 친환경 농산물 자조금 관리위원회가 함께합니다.
