block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,8.86,8.83,1,1,SPEAKER_19,생명존중을 실천하는 위더스 제약에서 6시를 알려드립니다.
DJ,40.87,147.84,106.97,11,1,SPEAKER_26,시멘트와 물과 모래를 섞어서 만들어내는 콘크리트는 단단한 게 미덕입니다. 정치권에서는 언제나 자기 편. 이미 잡힌 물고기라면서 콘크리트 지지층을 우대하는 척하며 홀대하는 경향이 있습니다. 시멘트에 물을 섞어 반죽한 뒤 거기에 모래나 자갈 같은 것을 배합해 단단하게 만드는 것을 흔히 공구리 친다고 말합니다. 콘크리트를 양생할 때 시멘트와 물과 모래가 적절히 섞여서 각자 제 역할을 하지 않으면 절대 단단해지지 않아요 사람의 관계도 마찬가지죠 사람의 관계도 각자의 역할을 헤아리며 서로 신뢰할 수 있어야 단단해져요 겉보기만으로는 알 수 없어요 겉으론 멀쩡해도 내부에서 이미 문제가 생겼다는 걸 알 수 없어요 자연스러운 건축이라는 책에서 한 줄 인용합니다. 콘크리트의 으스스함은 그 내용이 보이지 않는 데 있다. 철근과 콘크리트로 만들어져 있어 절대 무너지지 않을 것 같은 관계도 보이지 않는 균열과 부식으로 위태로울 수 있습니다. 11월 25일 월요일입니다. 배철수의 음악 캠프. 출발합니다!
MUSIC,208.17,295.43,87.26,2,1,SPEAKER_06,I'm waking at the crack of dawn To send a little money home From here to the moon It's rising like a discotheque And now my bags are down and packed For traveling Looking at happiness Keeping my flavor fresh Nobody knows I guess How far I'll go that covers me from head to toe except a couple tiny holes and openings where the city's blowing in and out and this is what it's all about delightfully everything's possible when you're an animal not inconceivable how things can change
AD,337.68,341.75,4.07,1,1,SPEAKER_07,고맙습니다
DJ,381.44,475.07,93.63,13,1,SPEAKER_26,"정윤석 씨가 오늘 첫 곡은 의미심장하네요 그렇다고요 정병아 씨는 노래 너무 좋은데요. 마음이 말랑한데 또 차분해지네요. 제가 좋아하는 아티스트입니다. 토킹에즈의 리더였고요. 스코틀란 출신이고 저보다는 한 살 형님. 데이비번, 글래스, 컨크리트 앤 스톤 들었습니다. 장병국 씨가 백핸드 콘크리트 청취자 너무 믿지 마세요. 저는 콘크리트 청취자 믿어본 적이 없습니다. 걱정하지 마십시오. 제가 알아서 하겠습니다. David Bowen의 Glass, Concrete and Stone 첫 곡으로 들었고요. 1부, 2부 현대해상화재보험, 벤트플라겔 태극제약, LG 힐링미 안마의자, 주식회사 자코모, 미래세증권, 동화약품, IS동서, 신한은행, 주식회사 다우닝, 하나투어, 백조싱크, KFC코리아, 삼성자산운용 코덱스에서 함께합니다."
AD,475.09,799.71,324.62,20,8,"SPEAKER_07,SPEAKER_12,SPEAKER_17,SPEAKER_19,SPEAKER_21,SPEAKER_22,SPEAKER_24,SPEAKER_27",안녕하세요. 현대해상모델 이정재입니다. 아이와 함께라면 자동차 보험도 현대해상이죠. 만 12세 이하 자녀가 있다면 특약으로 자녀 할인에 스마트 안전운전 첨단 안전장치 할인까지 현대해상 하이카를 추천합니다. 가입시 유의사항을 확인하세요. 자극이 적으니까 멍에 바르다 벤트플라겔 얼굴부터 발끝까지 멍에 빠르다 벤트플라겔 누구라도 어떤 부위라도 깊은 멍에 붓기 타박성까지 멍에 바르다 멍에 빠르다 태극제약 벤트플라겔 약국에서 찾으세요 태극제약 마음에 폭풍이 몰아치는 하루였다면 잠시 귀 기울여 보세요 이 소리는 스트레스 감소를 도와주는 안마의자 LG 힐링미의 마인드케어 사운드입니다. 휴식의 새로운 바이브 LG 힐링미 MX9 다 같은 소파라도 쉽게 자코모가 될 수는 없죠. 오랜 소파 장인 정신으로 주문 후 모든 과정을 직접 만드는 독보적 소파 퀄리티. 이것이 소파 브랜드 호감도 1위의 퀄리티 정신. 소파는 결국 자코모. 24년 엠브레인 소파 브랜드 호감도 조사 기간 한정. 건너오세요. 당신의 퇴직연금이 원하던 글로벌한 세계로. 내 연금 상품 그대로 중도해지 없이도 실물이 저는 지금이다. 수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의 셋 증권으로. 원금 손실 유의 투자 전 상품 설명서 및 약관 필독. 고맙습니다. 고맙습니다.
DJ,838.84,913.81,74.97,14,1,SPEAKER_26,"데릴홀 앤 자노츠 매니터 들었습니다. 서의석씨가 총에 주셨고요. 차에서 내리려는 순간 매니터가 나오네요. 호레노츠 사랑합니다. 아니테씨 그래서 다 듣고 내리신 거예요? 그럴 만한 가치가 있는 팀이죠. 데릴홀 앤 자노츠 매니터 조금 전에 콘크리트 청취자 안 믿는다는 얘기에 그거 좀 한번 믿어보시지 약간 항의성 글들이 좀 있는데 여기 뭐 첨언을 하자면 제가 배출수의 음악 캠프 지금 35년째 하고 있지 않습니까? 1990년 3월 19일부터 지금까지 계속 들으신 분 있습니까? 없을 겁니다. 제 생각에는 없을 거예요. 초기에 들었다고 할지라도 중간에 또 안 듣다가 듣다가 안 듣다가 콘크리트 청취자라는 건 없는 겁니다, 원래. 존재가 안 되는 거죠. 그리고 콘크리트 건물도 언젠가 무너집니다."
AD,913.83,914.07,0.24,2,0,,그럼요. 그다음에...
DJ,916.93,1103.12,186.19,36,1,SPEAKER_26,"저는 정말로 제가 1978년에 데뷔해서 조금만 더 있으면 45년, 50여 년을 바라보고 있습니다. 방송 연예 생활을 50여 년 하면서 뭐라 그럴까? 인기의 덧없음? 이런 거 허망함? 이런 거에 대해서 너무나 잘 압니다 방송 프로그램도 그렇고 배우나 가수의 인기도 그렇고 아무튼 그런 거죠 괜찮습니다 원래 그런 거니까 뭐 상관없습니다. 아무튼 그래도 콘크리트까지는 아니어도 열심히 들어주시는 청취자 여러분께 감사를 드립니다. 휴대전화 문자는 샵 8000번으로 받겠습니다. 샵 8000번 50원의 정보용료 추가되고요. 길게 보내면 100원입니다. 사진 보내실 수 있고요. 미니 게시판으로 참여할 수도 있고요. 박상희 씨 맞네 아이고 그러네요 중간에 듣다 말다 했네요 구멍난 콘크리트 어디 여기 있는데 한주명 씨 있어요 아저씨 저요 저요 고등학교 2학년 첫 방부터 들었어요 야자 자습실에서 계속 들으셨어요? 중간에 좀 안 들은 적도 있죠? 듣다 말다 했죠 중간에? 김희왕 씨는 굉장히 이분이 진취적인 분이네. 국민학교 때부터 배철수의 음악 캠프를 42살 직장인이 되어서 듣습니다. 여기에서는 제가 아는 음악보다 모르는 음악이 더 많이 나와서 좋아요. 늘 새로운 음악을 기대하게 됩니다. 이분은 진짜 진취적이야. 사실 이래야 됩니다. 늘 아는 음악 늘 익숙한 음악만 들으면 자신의 어떤 음악적인 영역을 확장해 나갈 수가 없죠. 늘 그냥 서서히 침몰할 뿐이고요. 감사합니다. 계속 보내시는데. 알겠습니다. 감사하고요. 조금만 기다려보세요. 음악 듣고요. 괜히 얘기했나? 콘크리트 좀 진짜. 지금이라도 그냥 믿습니다 하고 가야 되는 건가? 9385번입니다. 아이들. MGMT의 키즈."
AD,1204.82,1355.89,151.07,2,1,SPEAKER_07,자막 제공 배달의민족 감사합니다.
