block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,33.28,33.25,3,2,"SPEAKER_19,SPEAKER_27",환경책임보험이 있어 우리 동네 오늘도 안심 대한민국 내일도 안심 이 캠페인은 환경부와 환경책임보험사업단이 함께합니다. 고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요. 고객들의 마음을 사로잡기 위해 SBS 라디오
DJ,40.77,129.38,88.61,11,1,SPEAKER_13,"박하선의 신의 다운 영화 위키드의 오프닝, 사악한 초록마녀 엘파바가 드디어 최후를 맞습니다. 그리고 기뻐하는 오즈민들 사이에서 호기심 많은 누군가가 질문하죠. 대체 사악함이란 뭘까요? 오프닝에서 이런 질문을 던졌다 그럼 대충 눈치가 빤하죠? 이 영화는 사악함이 뭔지 깨닫는 여정을 담았습니다. 스포일러가 되지 않게 예고편에 나온 정보로만 말씀을 드리면 사실 사악한 초록마녀 엘파바는 외로운 소녀입니다. 남들과 피부색이 다르다는 이유로 쉽게 어울리지 못하고 손가락질을 받거든요. 그런 그녀의 서사를 통해 영화는 말합니다. 사악함이란 나와 다르다는 이유로 쉽게 타인을 악하다고 규정짓는 시선이라고요. 안녕하세요."
AD,138.87,139.35,0.48,1,1,SPEAKER_16,박하선의 시내타운 박하선입니다.
MUSIC,139.84,309.84,170.0,7,2,"SPEAKER_15,SPEAKER_16",Why can't you stay calm for once? Instead of flying off the handle? now now now now now but i don't want it no i can't want it anymore something has changed within me Something is not the same I'm through with playing by the rules of someone else's game And leap It's time to try defying gravity I think I'll try defying gravity And you can't pull me down Can't I make you understand You're having delusions of grandeur I'm through accepting limits cause someone says they're so some things I cannot change but till I try I'll never know too long I've been afraid of losing love I guess I've lost well if that's love it comes at much too high up
AD,314.35,333.94,19.59,2,1,SPEAKER_15,이리 와. 우리가 할 수 있는 일을 생각해봐.
MUSIC,335.66,365.18,29.52,1,1,SPEAKER_15,Unlimited Together we're Unlimited Together we'll be the greatest team there's ever been Glinda Dreams the way we planned them If we work in tandem There's no fight we cannot win Just you and I
AD,365.15,392.77,27.62,1,1,SPEAKER_15,너가 와?
MUSIC,400.24,430.16,29.92,1,1,SPEAKER_16,I hope you're happy Now that you're choosing this You too I hope it brings you bliss I really hope you get it And you don't live to regret it I hope you're happy in the end I hope you're happy My friend
AD,433.84,443.19,9.35,5,1,SPEAKER_15,나야! 나야! 나야! 나야! 나야!
MUSIC,449.67,546.33,96.66,4,1,SPEAKER_15,to the western sky has someone told me lately everyone deserves a chance to fly and if I'm flying solo at least I'm flying free to those who ground me take a message back from me I am defying gravity I'm a flying high defying gravity I'm too numb not swimming in now I'm limited Unlimited Unlimited And nobody in all of us No wizard that there is or was Is ever gonna bring I hope you're happy
