block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,28.21,28.18,5,2,"SPEAKER_02,SPEAKER_17",안녕하세요. 코지마 브랜드 마케터 이광희입니다. 라디오를 들으시는 분들이라면 이 노래 한 번쯤은 들어보셨죠? 귀에 쏙쏙 들어오는 라디오 CM송으로 코지마는 안마의자 대표 브랜드로 자리매김했습니다. 고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.
DJ,39.08,135.25,96.17,17,1,SPEAKER_23,박하선의 시내 타운 영화 블러드 다이아몬드에서 아프리카 내전 지역. 무장세력은 다이아를 얻으려고 현지인들을 학살합니다. 이 참혹한 상황에 데니가 말하죠. 가끔은 궁금해져. 우리가 하는 일을 신이 용서하실지. 그러다 금세 깨닫곤 하지. 신은 오래전 이곳을 떠났다는 걸. 영화를 보면 그깟 다이아가 뭐라고 사람을 파리목숨처럼 대합니다. 그런데 이런 기획기사가 있어요. 전 우주적으로 봤을 때 다이아는 결코 귀한 자원이 아니라고요. 다이아는 탄소로 만들어졌고 탄소는 우주에 널리고 널렸잖아요. 그래서 정말 귀한 건 오히려 목재래요. 나무는 이때껏 지구에서밖에 발견되지 않았으니까요. 이런 얘기를 듣고 영화를 다시 보면 대체 뭘 위해 사람을 죽이고 신마저 저버리는지 모르겠어요. 안녕하세요. 박하선의 시내타운 박하선입니다.
AD,138.31,378.52,240.21,6,2,"SPEAKER_00,SPEAKER_08",음악자로서는 바람이 항상 우리를 데리고 가고 있어요 바람이 지나가면 그 바람을 데리고 가고 있어요 그리고 어떻게 생활을 하고 있는지 볼 수 있어요 음악자로서는 싸움을 겪지 않았어요 그래서 제가 아버지로서의 기회를 얻을 수 있다면 그것에 대해서는 매우 행복합니다 이유란 락아 칸둔야이 바깥 아나 칼라에 칼라오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오 이 우랑로가 강둥이 아이가 갇혔나 갈라해 이 우랑로가 강둥이 아이가 갇혔나 갈라해 갈라오 미네소토야모에 마이리오 미네소토야모에 아체라밭에 앙바사르소에 아나필리케 앙바사르소에 이시하이 톰 룸 타보라 도마야 짬베이 도마야 사이사 짬베이 도마야 사이사 짬베이 구르마 구르마 구르마 구르마 한글자막 제공 및 자막 제공 및 광고를 포함하고 있습니다.
DJ,379.79,618.2,238.41,39,1,SPEAKER_23,11월 22일 금요일입니다. 박하산의 시내타운 첫 곡은 영화 블러드 다이아몬드에서 시에라리온 난민들이 부르는 앙칼라 듣고 왔습니다. 2007년 개봉한 영화 블러드 다이아몬드. 가을의 전설을 만든 에드워드 주익 감독의 작품이고 레오나르도 디카프리오가 주연을 맡았습니다. 제목인 블러드 다이아몬드의 의미는요. 아프리카 분쟁 지역에선 전쟁 자금이 필요하잖아요. 그래서 무장 세력들이 현지인을 폭력적으로 착취를 해서 생산해내는 다이아몬드를 말합니다. 영화는 이렇게 참혹한 다이아 생산의 현장 이야기를 다뤘어요. 디카프리오를 좋아했어서 이 영화 그때 개봉했을 때 챙겨봤는데 영화관에서 마지막에 뭐 이건 실제 얘기다 했는데 와 진짜 놀라서 막 찾아봤던 기억이 있어요 근데 신이 떠났다 신이 떠난 곳 너무 지옥 같으면 그렇게 얘기해도 되나 신이 떠났다 가끔 그럴 때 있죠 살다가 진짜 신이 있긴 한 건가 뭐 이럴 때가 있어요 너무 잔인한 그런 일들을 보면 음 912호님은 전 과수원집 딸내미인데 그렇게 따지면 제가 바로 재벌집 막내딸내미네요 그러게요 과수원에는 나무가 많으니까 2113님은 재물이 사람의 욕심이 사람을 잡는 것 같다고 한낱 돌덩어리에 불과한 것을요 근데 이렇게 나무가 귀하고 다이아가 흔하다 우주에는 해도 이게 값이 떨어질 것 같진 않아요 그쵸 음 그러게요. 돈을 벌다 보면 돈을 쫓아가다 보면 오히려 안 벌리는 것 같아요. 그냥 내가 좋아서 하는 일을 했는데 돈이 따라오는 경우가 있는 것 같고 돈을 벌려고 일을 했을 때는 생각보다 뭔가 잘 안 되고 그랬던 기억이 있어서 참 어려워요. 근데 누구는 또 돈에 꽂혀 있어야 사업을 하다 보면 돈에 꽂혀 있는 사람들이 돈을 잘 번다 뭐 이런 얘기도 있던데 참 어려운 일인 것 같아요. 아 의료보험이 올라가지고 열심히 해야지 네 정희님이요? 캔디 저 지금 SBS 지하에서 밥 먹고 있어요. 서울 구경 왔어요. 김영철 라디오 공개 방송 왔다고. 저도 이런 거 공개 방송하고 싶어요. 나 한 번만 시켜주시면 안 돼요? 저 한 번만? 나 이런 거 완전 잘할 수 있는데 안 되나? 우리는 그게 여의치가 않나? 막 이런 영화 프로그램 보면 어디 영화제 가서 야외 방송하고 그런 게 꿈이었는데 그거 다 돈 들어서 안 되는 건가? 캔디랑 가까운 곳에 아 청취율이 좀 더 잘 나와야 되나 여러분 도와주세요 우리 친구든 지인이든 다 끌고 와서 우리 다 듣게 하고 우리 한번 나가보자고요 캔이랑 가까운 곳에 있다는 게 내적 친밀감이 느껴진다고. 아 우리 SBS 지하 밥 맛있죠. 저도 가끔 먹는데. 오늘은 끝나고 일이 있어서 시간이 안 됐네. 맛있게 드시고 하시고요. 거기 샐러드도 맛있고 그리고 올라오시면 또 유명한 커피 전문점이 있죠. 혜영님은 하지영 성우님 보러 왔어요 하트하트 하셨습니다. 우리 팬분이 또 놀러오셨어요. 맞아요. 오늘 하지영 성우님과 함께하는 레이스 무비 운명을 믿게 되는 이야기 영어 러브어페어를 짧은 한편으로 펼쳐볼게요. 하고 싶은 이야기 듣고 싶은 노래가 있으시다면 지금 바로 무료인 고릴라나 샵 1077 짧은 건 50원 긴 건 100원의 유료 문자로 보내주세요 공개 방송이 불가능하면 전화 한번 하면 안 돼요? 전화 이렇게 연결? 나 그런 거 너무 해보고 싶었는데 라디오 들으면 시켜주세요 아무튼 우리 광고 듣고 다시 만나요 팀장님 연금도 투자하세요?
AD,618.52,621.0,2.48,1,1,SPEAKER_14,알아서 크는 연금은 없으니까 투자해야죠
DJ,621.07,624.47,3.4,1,1,SPEAKER_23,아 투자의 차이가 연금의 차이?
AD,624.49,764.79,140.3,24,10,"SPEAKER_02,SPEAKER_03,SPEAKER_04,SPEAKER_05,SPEAKER_07,SPEAKER_09,SPEAKER_14,SPEAKER_15,SPEAKER_20,SPEAKER_21","이제 연금도 투자다 N2 퇴직연금 역시 고용노동부가 선정한 2024년 퇴직연금 우수사업자 NH투자증권 원금손실유의 가입 전 상품설명서 및 약관필독 장비관리하다 하루 다 갔네 장비도 시간도 아끼세요 어떻게? 글로벌 표준의 안전한 최신장비로 고장나면 정기정고매 대체장비도 지원돼요 그랜탈 뭔데? 롯데 롯데 롯데비즈랑탈 보건복지부가 힘이 되어드리겠습니다. 안녕하세요 이재훈입니다. 가장 살기 좋은 집이 되도록 가장 빛나는 삶이 펼쳐지도록 삶을 움직이는 집 동문 디이스트 초중고 학습권과 도보 싶은 문산역 문산의 중심 문산역 3차 동문 디이스트 센트럴 견본주택 개관 중 031-651-7733 안녕하세요 신한 프리미어 모델 김수현입니다. 여러분께 특별한 자산관리를 소개합니다. 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다. 지금 만나보세요. 자산관리는 신한프리미어 한 회사를 똑같이 다녔는데 동기보다 내가 세금도 많이 내면 속이 타 안 타. 그럼 갈아타. 삼성증권 퇴직연금으로 연말 정산 최대 900만 원까지 공제받으니까 당신의 연금력이 커집니다. 삼성증권. 투자 전 상품 설명서 및 약관 필터. 원금 손실 발생 가능 및 투자자 기소. 보수는 연 0.24에서 0.3%이며 홈페이지 참고. 새 차 타고 싶은 사람들 주목! 현대의 자동차를 구매하는 새로운 비법! 이름하여 안심 플러스 할부! 중고차 잔가를 70%까지 보장! 차값의 3분의 1만 매달 부담없이 나눠내고 2년 뒤엔 타던 차를 그대로 반납하면 되니 완전 초대박! 자세한 내용은 지점 대리점 문의! 여러분은 지금 가수 성식형이 사랑하는 배우 정혜인이 사랑하는 배우 엄지원이 사랑하는 배우 구교환이 사랑하고"
DJ,764.92,805.97,41.05,6,1,SPEAKER_23,영화감독 장항준이 함께하는 박하선의 씨네타운과 함께하고 있습니다 영화는 방울방울 그날의 영화 그 안의 추억 3223님이 보내주신 사연입니다 연애 컨설팅 전문가 캔디. 저 답답해 미칠 것 같아요. 제 얘기 좀 들어보세요. 그러니까 저는 CC였던 과 동기랑 최근에 헤어졌습니다. 근데 이 자식이야.
AD,805.99,806.07,0.08,1,0,,흠...
DJ/GUEST,806.57,829.25,22.68,3,2,"SPEAKER_11,SPEAKER_23",아 졸려 야 야 아 깜짝이야 넌 예의를 쌈싸먹었냐? 아 깜짝 아 왜 또 너 헤어졌는데 왜 커플티 입고 다녀 거슬리게 야 그럼 이 편한 옷을 버리니? 옷은 죄가 없어 괜히 열내지마 좀 야 내가 아 사줄게 샷 줄이고 얼음 가득 맞지?
