Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,0.03,29.84,29.81,고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,AD
speech,40.77,53.8,13.029999999999994,박하산의 시내타운,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,65.15,71.47,6.319999999999993,영화 히트맨에서 두꺼운 안경을 쓰고 가르마를 곱게 탄 대학교수 개리.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,71.49,78.6,7.109999999999999,그런데 경찰에 수사를 자문해 주다가 청부 살인업자인 척 잠복 수사까지 하게 돼요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,89.25,91.45,2.200000000000003,그러니까 공부만 하던 개리가요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,91.8,95.42,3.620000000000005,범죄자들 앞에서 킬러 행세를 한 겁니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,95.44,100.76,5.320000000000007,근데 웬걸 킬러라고 생각을 하니까 평소에 없던 용기가 생겨나고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,100.78,102.6,1.8199999999999927,갑자기 흔들린 연기를 보여줘요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,103.19,107.34,4.150000000000006,굉장히 허무맹랑한 얘기 같지만 이게 실화가 바탕이래요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,108.32,115.56,7.240000000000009,사실 배우가 아니더라도 모두가 사회생활을 할 땐 집에서랑은 다른 연기를 하기도 하죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,115.58,121.87,6.290000000000006,그 가면이 나쁜 게 아니라 문 밖에 나설 때 우리를 지켜주는 보호막 같기도 해요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
