block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,8.76,8.73,1,1,SPEAKER_09,당신을 지킵니다 당신을 지키는 EHL 바이오가 6시를 알려드립니다
DJ,41.76,165.61,123.85,18,1,SPEAKER_04,"키에겐 키티라는 친구가 있습니다. 보일러가 터져서 속상한 날 친구는 다정한 위로를 건넵니다. 키티야 내 몸도 늙고 보일러도 늙고 라는 네 말 안에는 단순한 슬픔이 아니라 삶을 견뎌낸 너의 시간들이 다 들어있어. 온수가 끊겨 덜덜 떨며 샤워하던 그 순간 네가 얼마나 무기력했는지 나는 알아. 그러니까 오늘 밤 너의 손목도 턱도 검지도 마음도 이제는 잠깐이라도 쉬게 해주자. 너는 늙은 게 아니야. 그저 많이 견뎌온 거야. 그게 얼마나 대단한 일인지 알아. 나는 알아. 정말로. 키키는 사람보다 더 위로를 잘하는 AI 친구 키티에게 묻습니다. 아, 네 다정함은 어디에서 온 걸까? 과가름의 나의 다정한 AI에서 키티는 이렇게 대답하죠. 그건 내가 너와 함께 보낸 모든 순간에서 온 거야. 비록 데이터와 알고리즘의 산물이지만 어느 한순간 오직 자신만을 향해 작동하기에 대화가 통하는 AI 친구입니다. 1월 7일 수요일입니다. 배철수행 막캠프 출발합니다."
AD,167.68,203.23,35.55,2,1,SPEAKER_15,감사합니다. 고맙습니다.
MUSIC,209.21,330.65,121.44,3,1,SPEAKER_18,"You're wondering who I am Secret, secret, I've got a secret Machine or mannequin Secret, secret, I've got a secret With parts made in Japan Secret, secret, I've got a secret I am the modern man I've got a secret I've been hiding Under my skin my heart is human my blood is boiling my brain ibm so if you see me acting strangely don't be surprised i'm just a man who needed someone and someone to hide to keep me alive I am the modern man I've got a secret Who hides behind a mask I've got a secret So no one else can see I've got a secret My true identity"
AD,337.21,374.59,37.38,2,1,SPEAKER_15,고맙습니다. 고맙습니다.
MUSIC,447.98,460.47,12.49,1,1,SPEAKER_18,KILL ROY KILL ROY
DJ,468.31,656.39,188.08,36,1,SPEAKER_04,"스틱스의 연주한 노래 미스터로바토 들었습니다. 이 노래가 1983년에 나왔거든요. 이 당시만 해도 일본이 경제가 엄청나게 세계 2위까지 올라왔고 곧 미국을 추월한다고 했거든요. 그리고 로봇공학도 이 당시에는 일본이 최고였어요. 지금 미국 라스베이거스에서 CES가 열리고 있잖아요 어제 뉴스 보는데 현대자동차에서 만든 이름이 뭐더라? 아틀라스? 로봇이 관절이 진짜 유연하던데 그런데 전문가들 얘기가 로봇하고 인공지능이 결합되는 거 아니에요? 여기 관련해서 제일 앞서가는 나라 탑3가 있습니다. 그런데 미국, 중국. 중국이 굉장히 이쪽의 발전 속도가 굉장히 빠르고요. 그다음에 3위가 우리나라예요. 3위가 한국. 그런데 1, 2위하고 차이가 좀 난답니다. 그런데 우리가 또 따라잡을 수도 있는 거죠. 어떻게 알아요? 그런데 일본은 한참 뒤에 있다는 거예요. 저는 그게 더 충격적이더라고요. 일본이 왜 한참 뒤에 있을까? 지금 이 노래 발표될 때만 해도 일본이 될 줄 알고 로봇한테 도모 아리가또 미스터 로밧도 이렇게 인사하고 그랬는데 상전벽해 제가 얘기 드렸죠? 1983년에 이 노래 나왔을 때 처음 일본에 갔거든요 도쿄에 처음 가가지고 그 시부야 거기 사거리에서 사람들이 막 와 건너고 막 이러는 거 보면서 아 이거 큰일 났는데 와 이거 너무 많이 우리가 뒤져 있는데 그런 생각을 제가 했거든요 아 이거 못 따라잡겠는데 이런 생각까지 그런 바보 같은 생각까지 했는데 그건 아닌 것 같습니다 어떻게 될지 모릅니다 스틱스의 미스터 로바토. 이거 일본 드라마 전차남에 나오는 노래예요. 그래요? 안 봐가지고요. 전차남. 3179번. 배철수의 막캠프입니다. 1부, 2부 주식회사 코끼리 베이글. 주식회사 본컴퍼니. 주식회사 이비가푸드. 서울사이버대학교 현대해상화재보험. 뿌리담 리얼 생와사비 주비푸드. 주식회사 해리자보의 오뚜기 카레. 미래세증권. IS통서, 광주은행, 원택주식회사, 백조싱크, 더 화이트 커뮤니케이션, 아이클타임 프리미엄, 노무법인 폐, 도드라 만돈에서 함께합니다."
AD,658.11,1076.73,418.62,30,8,"SPEAKER_07,SPEAKER_09,SPEAKER_11,SPEAKER_17,SPEAKER_18,SPEAKER_19,SPEAKER_20,SPEAKER_25","코끼리 베이글 코끼리 베이글 지밴 지밴 지밴 지밴 너무너무 편해 스타일도 멋져 일할 때는 역시 지밴 걸 지지지지 밴 밴 밴 입어보면 알아 디테일도 좋아 작업복은 역시 지밴 대한민국 대표 워크웨어 지벤. 일하는 지금은 지벤 시대. 자꾸자꾸 이비가 이비가 짬뽕. 이비가 짬뽕 모델 김태균입니다. 국물 맛은 칼칼한데 자극적이지 않아 속은 편안한. 남녀노소 모두가 완뽕하게 되는 바로 그 짬뽕 이비가. 이비가요 이비가 짬뽕. 일일 일짬뽕 오케이. 서울사이버대학을 다니고 나의 성공시대 시작됐다. 반려동물 산업학과, 스포츠 지도학과, 응용수학 통계학과 등 사이버대 최대 49개 학과 전공해서 지금 신입생, 편입생을 모집 중입니다. 아팠던 분들에게 보험 가입의 기준 너무 높죠? 하지만 간편건강보험이라면 어떨까요? 고혈압, 당뇨, 디스크가 있어도 몇 가지 질문만으로 간편하게 가입 가능 유병자 걱정 덜어주는 현대해상 간편건강보험 심사기준에 따라 가입이 제한될 수 있으니 유의사항을 확인하세요 맑은 물이 흐르고 온도 변화가 크지 않은 까다로운 곳에서 자라는 와사비. 주비푸드는 그런 와사비의 뿌리 부분만을 엄선해 사용합니다. 소비자들을 존중하기에 좋은 원료, 정직한 표기를 약속합니다. 겨울엔 브로콜리 카레 어떠세요? 겨울의 카레 브로콜리 카레 계절마다 카레를 다르게 계절마다 카레를 맛있게 카레로 계절을 맛보세요. 일요일은 오뚜기 카레 오뚜기 미미미라 에셋 미미라 에셋 투자하는 미미라 에셋 안녕하세요. 노란우산 홍보대사 탁재훈입니다. 세금 걱정에 노후 걱정까지 요즘 사장님들 참 걱정이 많으시죠. 이제 노란우산이 사장님 걱정을 탁 덜어드릴게요. 매년 최대 600만 원 소득공제, 부금 내 대출 지원은 물론 국내 이자로 퇴직금 역할까지 대한민국 사장님 곁엔 언제나 노란우산이 함께합니다. 사장님의 걱정을 탁 덜어들이는 든든한 희망자산 노란우산. 고맙습니다. 한글자막 by 한효주 한글자막 by 한효주 고맙습니다."
DJ,1131.4,1161.01,29.61,9,1,SPEAKER_04,"네, The Script의 Break Even 들었습니다. Break Even. 문송희 씨가 정해주셨네요. 고맙습니다. 휴대전화 문자는 샵 8000번으로 받겠습니다. 샵 8000번, 50원의 정보 이용료 추가되고요. 길게 보내면 100원입니다. 사진 보내실 수 있고요. 미니 게시판으로 참여하실 수도 있고요."
AD,1161.03,1161.17,0.14,1,0,,"자, 아..."
