block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,10.21,10.18,1,1,SPEAKER_06,생명존중을 실천하는 위더스 제약에서 6시를 알려드립니다.
DJ,42.94,144.47,101.53,10,1,SPEAKER_14,스페인 화가 피카소의 파리 스튜디오로 고국 출신의 20살 청년이 찾아왔습니다. 청년은 자신의 자화상을 피카소에게 보여주었는데 뭔가 열정과 의지는 있지만 불안해하는 심리가 그림에 그대로 드러나 보여서 피카소는 무명의 화가에게 조언을 해주었습니다. 지하철을 탈 때처럼 하게나 줄을 서야 한다는 말이네. 20살의 호안미로는 자기 차례를 기다리다 하는 소중한 조언을 듣고 불안과 초절을 가라앉혀 이듬해 파리에서 첫 개인전을 열었습니다. 그의 초현실주의 작품을 보고 어떤이가 말합니다. 저게 뭐가 어려워 선 몇 개 슥슥 그려놓은 건데. 네 맞아요. 붓으로 이 선을 그리는 데는 정말 얼마 안 걸려요. 하지만 생각을 하는 데는 몇 달 심지어는 몇 년이 걸리기도 하죠. 남이 해놓은 걸 보고 뭐야 아무것도 아니잖아 알고 보면 참 쉬운 거잖아 말하는 이들이 있습니다 그런데 우리의 난제 알고 보면 쉬운 일을 잘 해내지 못한다는 겁니다 11월 24일 일요일입니다 배철수의 음악 캠프 출발합니다
MUSIC,188.25,214.7,26.45,1,1,SPEAKER_08,"lighten up while you still can don't even try to understand just find a place to make your stand and take it easy well I'm standing on a corner in Winslow, Arizona it's such a fine sight to see it's a girl my lord"
AD,216.3,245.41,29.11,2,1,SPEAKER_08,고맙습니다. 고맙습니다.
MUSIC,308.91,316.09,7.18,1,1,SPEAKER_08,i gotta know if your sweet love is gonna stay
DJ,353.68,391.07,37.39,2,1,SPEAKER_14,"이글스의 Take It Easy 들었습니다 이글스의 초기 히트곡들을 쭉 보면 컨츄리풍이죠 원래 이 밴드의 바닥은 컨츄리입니다 원래 컨츄리하고 락의 중간 정도 그러다가 조월 씨가 기타리스트로 들어오면서 조금 더 락 쪽으로 옮겨갔죠 이글스, 테키리즈, 배철수의 음악 캠프입니다."
AD,395.62,558.34,162.72,14,5,"SPEAKER_06,SPEAKER_07,SPEAKER_10,SPEAKER_11,SPEAKER_13",광고 듣겠습니다. 가입 시 유의사항을 확인하세요. 자극이 적으니까 멍에 바르다 벤트플라겔 얼굴부터 발끝까지 멍에 빠르다 벤트플라겔 누구라도 어떤 부위라도 깊은 멍에 붓기 타박성까지 멍에 바르다 멍에 빠르다 태극제약 벤트플라겔 약국에서 찾으세요 태극제약 마음에 폭풍이 몰아치는 하루였다면 잠시 귀 기울여 보세요 이 소리는 스트레스 감소를 도와주는 안마의자 LG 힐링미의 마인드케어 사운드입니다. 휴식의 새로운 바이브 LG 힐링미 MX9 다 같은 소파라도 쉽게 자코모가 될 수는 없죠. 오랜 소파 장인 정신으로 주문 후 모든 과정을 직접 만드는 독보적 소파 퀄리티. 이것이 소파 브랜드 호감도 1위의 퀄리티 정신. 소파는 결국 자코모. 24년 엠브레인 소파 브랜드 호감도 조사 기간 한정. 건너오세요. 당신의 퇴직연금이 원하던 글로벌한 세계로. 내 연금 상품 그대로 중도해지 없이도 실물이 저는 지금이다 수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래에셋 증권으로 원금 손실 유의 투자 전 상품 설명서 및 약관 필독 연금 상품 고맙습니다.
DJ,644.08,727.62,83.54,14,1,SPEAKER_14,퀸의 Crazy Little Thing Called Love 들었습니다. 이 음악 처음 나왔을 때 다들 사람들이 엘비스 프레슬리 노래를 커버한 줄 알았대요. 그런데 이건 프레디 머큐리가 만든 겁니다. 프레디 머큐리가 엘비스 프레슬리를 생각하면서 만들었다고 해요. Crazy Little Thing Called Love 김내영씨 그리고 8703번으로 청해 주셨네요. 김내영씨 큰일 났네. 여자친구님께서 조커로 변신하시는 중. 조심해야 됩니다. 812번입니다. 부산에 사는 직장인입니다. 갑자기 예전 팝송 듣다가요. 롤라장 생각이 나서요. 롤러장을 아는 분과 모르는 분으로 세대 갈릴걸요 옛날에 롤러 스케이트를 타는 롤러장이라고 있었어요 거기서 이상하게 이런 음악들을 무지하게 틀어줬어요 팝송을 댄스 뮤직 주로 주로 유로 댄스 뮤직 그중에 한 곡 모던 토킹 브라더 루이
MUSIC,783.54,886.68,103.14,2,1,SPEAKER_07,I'm in love set to free Oh she's only looking to me Only love breaks apart Brother Louie Louie Louie Only love's paradise Oh she's only looking to me I'm in love set to free Oh she's only looking to me Only love breaks a heart Brother Louis Louis Louis Only love's paradise Oh she's only looking to me
AD,962.5,965.18,2.68,1,1,SPEAKER_07,오늘 취미는 과즈미야
DJ,1163.95,1218.44,54.49,4,1,SPEAKER_14,유로 댄스 음악 두 곡을 계속 들었는데 몸이 좀 풀리나요? 풀리시나? 마음이라도 좀 풀려야죠 런던 보이스 할렘 디자이어 유로 댄스 음악 좋아하는 사람입니다 임진규씨 고맙습니다 앞에 들으신 음악은 모던 토킹 브라더 루이였고요 이번에는 지금은 세상을 떠난 마티볼린 60년대부터 밴드를 했으니까요 이 양반은 제퍼슨 에어플레인이라는 60년대 말에 활동하던 사이키텔릭 락을 했던 밴드 있습니다 제퍼슨 스타쉽까지 활동을 했고요 그 뒤에 솔로로 이 곡이 제일 큰 히트곡이죠 솔로로 전재근 씨가 정해주신 마티벌린 하트스
MUSIC,1254.18,1458.67,204.49,6,1,SPEAKER_08,I just called to say I lost I feel without you Miles away I really can't believe I'm here And now I still care about you I never meant to gather love Can fade away Hearts can cry Well love won't stay forever Hearts can be that way Is everything the same? Do you ever think of me and how we loved one another Will you change your mind Will you want me back again Or have you found yourself a new love I never meant to get the love Can fade away Hearts can cry When love won't stay forever Hearts can be that way Is everything okay? I just thought I'd write a song To tell the world how I miss you Cause each and every day I think of all the words I never said And all the chances that I had to Hearts can break is everything i
DJ,1488.91,1500.2,11.29,4,1,SPEAKER_14,마티발린의 하트에 이어서 패션 보고 있습니다. Always on my mind. 3177번으로 통해 주셨네요. 고맙습니다.
MUSIC,1571.85,1597.91,26.06,1,1,SPEAKER_07,I'm so sorry I was blind You were always on my mind You were always on my mind Tell me Tell me that your sweet love has died Give me One more chance to keep you satisfied
AD,1721.5,1872.75,151.25,19,4,"SPEAKER_00,SPEAKER_06,SPEAKER_07,SPEAKER_18","MBC FM4U 지키고 싶은 연인, 가족, 우리 아이, 건강, 농업 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법 커져라 친환경 농산물 지구를 지키는 농부와 친환경 농산물 자조금 관리위원회가 함께합니다. 미래를 준비하는 코딩 교육 전문가 로보 로보 복잡한 연금을 쉽게. IBK 기업은행 연금이지 협찬. 날씨와 생활입니다. 내일 어느덧 11월의 마지막 주가 시작됩니다. 우선 내일까지는 오늘과 비슷한 기온 공포 보이겠습니다. 아침엔 춥고 한낮엔 온화한 편이겠는데요. 하늘은 맑게 시작했다가 오후부터 차차 흐려져서 서쪽 지방부터 비가 시작되겠습니다. 모레는 이 비가 전국으로 확대될 텐데 가을빛이고 비의 양이 많고요. 특히 남해안과 제주에 많은 양이 집중되겠습니다. 이번 비 짧게는 목요일까지 길게는 토요일까지 이어질 텐데 수요일 오후부터 급격한 추위가 찾아오면서 이후로는 비가 아닌 눈이 내릴 가능성도 높습니다. 본격적인 겨울 대비 잘 하셔야겠고요. 한편 서해안고속도로 서울쪽 홍성휴게소 부근 1차로에서 사고 처리하고 있어서 조심히 지나셔야겠습니다. 연민주입니다. 복잡한 연금을 쉽게. IBK 기업은행 연금이지 협찬. 날씨와 생활이었습니다."
MUSIC,1911.19,1920.8,9.61,1,1,SPEAKER_08,How many special people change How many lives are living strange Where were you while we were getting high
AD,1951.3,1962.14,10.84,1,1,SPEAKER_08,고맙습니다.
