Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,0.03,10.21,10.18,생명존중을 실천하는 위더스 제약에서 6시를 알려드립니다.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,42.94,50.99,8.050000000000004,스페인 화가 피카소의 파리 스튜디오로 고국 출신의 20살 청년이 찾아왔습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,51.02,67.48,16.46,청년은 자신의 자화상을 피카소에게 보여주었는데 뭔가 열정과 의지는 있지만 불안해하는 심리가 그림에 그대로 드러나 보여서 피카소는 무명의 화가에게 조언을 해주었습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,67.5,71.58,4.079999999999998,지하철을 탈 때처럼 하게나 줄을 서야 한다는 말이네.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,77.59,90.19,12.599999999999994,20살의 호안미로는 자기 차례를 기다리다 하는 소중한 조언을 듣고 불안과 초절을 가라앉혀 이듬해 파리에서 첫 개인전을 열었습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,90.21,94.97,4.760000000000005,그의 초현실주의 작품을 보고 어떤이가 말합니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,94.99,98.52,3.530000000000001,저게 뭐가 어려워 선 몇 개 슥슥 그려놓은 건데.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,99.78,100.74,0.9599999999999936,네 맞아요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,101.71,104.66,2.950000000000003,붓으로 이 선을 그리는 데는 정말 얼마 안 걸려요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,105.2,110.92,5.719999999999999,하지만 생각을 하는 데는 몇 달 심지어는 몇 년이 걸리기도 하죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,118.12,144.47,26.349999999999994,남이 해놓은 걸 보고 뭐야 아무것도 아니잖아 알고 보면 참 쉬운 거잖아 말하는 이들이 있습니다 그런데 우리의 난제 알고 보면 쉬운 일을 잘 해내지 못한다는 겁니다 11월 24일 일요일입니다 배철수의 음악 캠프 출발합니다,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,188.25,214.7,26.44999999999999,"lighten up while you still can don't even try to understand just find a place to make your stand and take it easy well I'm standing on a corner in Winslow, Arizona it's such a fine sight to see it's a girl my lord",SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,216.3,245.27,28.97,고맙습니다.,SPEAKER_08:1.00s(1.000),SPEAKER_08,AD
speech,245.29,245.41,0.1200000000000045,고맙습니다.,SPEAKER_08:1.00s(1.000),SPEAKER_08,AD
speech,308.91,316.09,7.17999999999995,i gotta know if your sweet love is gonna stay,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,353.68,381.88,28.19999999999999,이글스의 Take It Easy 들었습니다 이글스의 초기 히트곡들을 쭉 보면 컨츄리풍이죠 원래 이 밴드의 바닥은 컨츄리입니다 원래 컨츄리하고 락의 중간 정도 그러다가 조월 씨가 기타리스트로 들어오면서 조금 더 락 쪽으로 옮겨갔죠,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,382.49,391.07,8.579999999999984,"이글스, 테키리즈, 배철수의 음악 캠프입니다.",SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,395.62,399.0,3.3799999999999955,광고 듣겠습니다.,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,404.25,409.69,5.439999999999998,가입 시 유의사항을 확인하세요.,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,409.89,436.29,26.400000000000038,자극이 적으니까 멍에 바르다 벤트플라겔 얼굴부터 발끝까지 멍에 빠르다 벤트플라겔 누구라도 어떤 부위라도 깊은 멍에 붓기 타박성까지 멍에 바르다 멍에 빠르다 태극제약 벤트플라겔 약국에서 찾으세요 태극제약 마음에 폭풍이 몰아치는 하루였다면 잠시 귀 기울여 보세요,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,439.13,446.16,7.03000000000003,이 소리는 스트레스 감소를 도와주는 안마의자 LG 힐링미의 마인드케어 사운드입니다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,446.18,449.57,3.3899999999999864,휴식의 새로운 바이브 LG 힐링미 MX9,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,450.34,454.4,4.060000000000002,다 같은 소파라도 쉽게 자코모가 될 수는 없죠.,SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,454.43,460.85,6.420000000000016,오랜 소파 장인 정신으로 주문 후 모든 과정을 직접 만드는 독보적 소파 퀄리티.,SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,460.87,465.0,4.129999999999996,이것이 소파 브랜드 호감도 1위의 퀄리티 정신.,SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,465.02,466.72,1.7000000000000457,소파는 결국 자코모.,SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,466.74,470.99,4.25,24년 엠브레인 소파 브랜드 호감도 조사 기간 한정.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,471.0,471.14,0.1399999999999863,건너오세요.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,471.17,474.29,3.1200000000000045,당신의 퇴직연금이 원하던 글로벌한 세계로.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,474.27,500.38,26.110000000000014,내 연금 상품 그대로 중도해지 없이도 실물이 저는 지금이다 수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래에셋 증권으로 원금 손실 유의 투자 전 상품 설명서 및 약관 필독 연금 상품,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,554.61,558.34,3.730000000000018,고맙습니다.,SPEAKER_07:1.00s(1.000),SPEAKER_07,AD
speech,644.08,649.07,4.990000000000009,퀸의 Crazy Little Thing Called Love 들었습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,649.15,657.14,7.990000000000009,이 음악 처음 나왔을 때 다들 사람들이 엘비스 프레슬리 노래를 커버한 줄 알았대요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,657.16,658.62,1.4600000000000364,그런데 이건 프레디 머큐리가 만든 겁니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,659.2,664.91,5.709999999999923,프레디 머큐리가 엘비스 프레슬리를 생각하면서 만들었다고 해요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,664.97,666.93,1.9599999999999227,Crazy Little Thing Called Love,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,667.49,672.35,4.860000000000014,김내영씨 그리고 8703번으로 청해 주셨네요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,672.37,674.86,2.490000000000009,김내영씨 큰일 났네.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,674.88,682.84,7.960000000000036,여자친구님께서 조커로 변신하시는 중.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,682.86,687.03,4.169999999999959,조심해야 됩니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,687.05,688.45,1.400000000000091,812번입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,688.47,693.39,4.919999999999959,부산에 사는 직장인입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,693.41,695.53,2.1200000000000045,갑자기 예전 팝송 듣다가요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,696.03,697.5,1.4700000000000273,롤라장 생각이 나서요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,699.33,727.62,28.289999999999964,롤러장을 아는 분과 모르는 분으로 세대 갈릴걸요 옛날에 롤러 스케이트를 타는 롤러장이라고 있었어요 거기서 이상하게 이런 음악들을 무지하게 틀어줬어요 팝송을 댄스 뮤직 주로 주로 유로 댄스 뮤직 그중에 한 곡 모던 토킹 브라더 루이,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,783.54,798.44,14.900000000000093,I'm in love set to free Oh she's only looking to me Only love breaks apart Brother Louie Louie Louie Only love's paradise Oh she's only looking to me,SPEAKER_07:1.00s(1.000),SPEAKER_07,MUSIC
speech,870.95,886.68,15.729999999999905,I'm in love set to free Oh she's only looking to me Only love breaks a heart Brother Louis Louis Louis Only love's paradise Oh she's only looking to me,SPEAKER_07:1.00s(1.000),SPEAKER_07,MUSIC
speech,962.5,965.18,2.67999999999995,오늘 취미는 과즈미야,SPEAKER_07:1.00s(1.000),SPEAKER_07,AD
speech,1163.95,1169.12,5.169999999999845,유로 댄스 음악 두 곡을 계속 들었는데 몸이 좀 풀리나요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1169.14,1172.4,3.259999999999991,풀리시나?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1172.42,1191.49,19.069999999999936,마음이라도 좀 풀려야죠 런던 보이스 할렘 디자이어 유로 댄스 음악 좋아하는 사람입니다 임진규씨 고맙습니다 앞에 들으신 음악은 모던 토킹 브라더 루이였고요 이번에는 지금은 세상을 떠난 마티볼린,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1193.03,1218.44,25.41000000000008,60년대부터 밴드를 했으니까요 이 양반은 제퍼슨 에어플레인이라는 60년대 말에 활동하던 사이키텔릭 락을 했던 밴드 있습니다 제퍼슨 스타쉽까지 활동을 했고요 그 뒤에 솔로로 이 곡이 제일 큰 히트곡이죠 솔로로 전재근 씨가 정해주신 마티벌린 하트스,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1254.18,1281.42,27.24000000000001,I just called to say I lost I feel without you Miles away I really can't believe I'm here And now I still care about you,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1289.99,1319.91,29.920000000000076,I never meant to gather love Can fade away Hearts can cry Well love won't stay forever Hearts can be that way Is everything the same?,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1321.33,1343.72,22.3900000000001,Do you ever think of me and how we loved one another Will you change your mind Will you want me back again Or have you found yourself a new love,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1352.31,1381.56,29.25,I never meant to get the love Can fade away Hearts can cry When love won't stay forever Hearts can be that way Is everything okay?,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1383.68,1413.2,29.519999999999985,I just thought I'd write a song To tell the world how I miss you Cause each and every day I think of all the words I never said And all the chances that I had to Hearts can break,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1457.2,1458.67,1.4700000000000273,is everything i,SPEAKER_08:1.00s(1.000),SPEAKER_08,MUSIC
speech,1488.91,1494.79,5.879999999999882,마티발린의 하트에 이어서 패션 보고 있습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1494.81,1497.58,2.769999999999982,Always on my mind.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1497.72,1499.28,1.5599999999999454,3177번으로 통해 주셨네요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1499.52,1500.2,0.6800000000000637,고맙습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1571.85,1597.91,26.060000000000173,I'm so sorry I was blind You were always on my mind You were always on my mind Tell me Tell me that your sweet love has died Give me One more chance to keep you satisfied,SPEAKER_07:1.00s(1.000),SPEAKER_07,MUSIC
speech,1721.5,1745.23,23.730000000000015,MBC FM4U,SPEAKER_00:1.00s(1.000),SPEAKER_00,AD
