block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,33.95,33.92,2,2,"SPEAKER_06,SPEAKER_19",이 캠페인은 환경부와 환경책임보험사업단이 함께합니다. 고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.
DJ,40.97,120.45,79.48,9,1,SPEAKER_04,박하선의 시내타운 영화 해리포터와 아즈카반의 죄수에서 호그와트행 열차. 갑자기 기차 안 모든 것이 얼기 시작하고 뼛속까지 시리게 만드는 디멘터가 등장합니다. 그러자 놀란 학생들의 입김이 하얗게 번지죠. 출근길 눈폭탄에 디멘터를 만난 것처럼 정신이 쏙 빠지셨죠. 11월에 이렇게 눈이 많이 온 게 무려 117년 만이래요. 정말 마법을 쓸 수 있다면 이따 여러분의 퇴근길엔 해리포터처럼 순간이동이라도 시켜드리고 싶은데 제가 머그린 게 참 안타깝습니다. 그렇지만 어떻게라도 마음을 좀 녹여드리고 싶어서 준비를 해봤어요. 눈이 많이 내린 날 여러분의 오전은 어땠는지 보내주세요.
AD,120.47,125.39,4.92,1,1,SPEAKER_06,전 아침에 조심조심 운전하느라 아이 등교시키는데.
DJ,126.35,136.59,10.24,4,1,SPEAKER_04,소개된 모든 게 아무튼 달콤 따뜻한 유자차 교환권을 보내드려요. 그리고 오늘도 안전운전 잊지 마시고요. 안녕하세요. 박하산의 시내타운 박하산입니다.
AD,145.88,196.69,50.81,2,0,,아멘 시청해주셔서 감사합니다.
DJ,269.09,467.06,197.97,27,1,SPEAKER_04,"11월 28일 목요일 박하산의 시네타운 첫 곡은 영화 해리포터와 아즈카반의 죄수에서 프로로그 듣고 왔어요. 2004년에 개봉한 영화입니다. 해리포터와 아즈카반의 죄수. 그래비티를 만든 알폰소 쿠아론 감독의 작품이고 다니엘 레드클리프, 엠마 왓슨, 루퍼트 그린트가 출연을 했어요. 아즈카반의 죄수가 타루구라고 그 이후로 영혼을 빨아들이는 아즈카반의 무시무시한 간수 디멘터가 호그와트에 머물면서 벌어지는 이야기 어제에 이어서 오늘도 태설특보가 이어지고 있습니다 특히 서울은 117년 만에 11월 중 가장 많은 눈이 내렸대요 이러면 도로가 얼 가능성이 크니까 조심조심해서 이동하셔야겠습니다 옥심님이 오늘 출근할 때 눈이 쌓인 두께가 제법 되다 보니까 어디든 걸을 때마다 발이 푹푹 빠져서 아유 양쪽 양말이 모두 흠뻑 젖어서 너무 추웠대요. 다들 길 미끄러우니 조심하세요. 양말 하나 사올까요 하셨어요. 그것도 방법이네요. 양말은 뭐 계속 신으니까. 진짜 길은 큰 길은 좀 정리가 됐는데 도보나 보도블럭 그런 도보로 걷는 보도블럭이나 골목은 좀 아직 눈이 막 추적추적하게 있더라고요. 아침에 남편이 아침 비행이 있어서 비행기가 뜰려내는데 다행히 떴다고 근데 많이 결항도 됐대고 어제 한참 눈 내리는 걸 보면서 밤에 이렇게 계속 눈이 내리면 어떻게 될까? 되게 무서운 생각이 들었어요. 초롱님이 아이 둘 등원시키려니 땀이 뻘뻘 났대요. 내복, 헛옷, 외투, 모자, 장갑, 마스크 빨리 천천히 해를 반복한 아침. 밖에서는 눈 만지느라 또 한 세월이었대요. 운동 갈 힘이 없네요 하셨어요. 저는 그래서 밤에 내일 입을 거 정해놔 이러면서 해놓으면 조금 편해요. 그리고 일어나서 네가 입어 이러면 좀 편하더라고요. 근데 자신 없대서 아침에 너무 힘들어해서 어느 날은 그냥 그럼 입고 자 이렇게 했더니 좀 낫더라고요. 5441님이 저는 이제 막 12주된 임산부라고 어제 오늘 아침 출근길이 정말 정말 정말 힘들었다고 안 넘어지려고 참새마냥 총총총 주위 살피며 걷느라 출근만 해도 온몸에 진이 빠졌대요. 캔디도 모든 임산부님들도 아유 진짜 조심하셔야겠어요. 운전자분들도 오늘 하루 눈길 조심하세요 하셨습니다. 아침에 이렇게 눈 쓸고 계신 분들 보니까 진짜 너무 감사하다. 우리나라 좋은 나라 이러면서 왔던 너무 대단들 하세요 진짜. 소개된 모든 분께 유자차 교환권 보내드리고요 잠시 우리 2부의 위클리 매거진이 준비되어 있습니다 박혜연 편집장님과 함께 한 주간 영화계의 핫한 이슈들을 알아볼 거고 하고 싶은 이야기 듣고 싶은 노래가 있으시다면 무료인 고릴라나 샵 1077 짧은 건 50원 긴 건 100원의 유료 문자로 보내주세요 그럼 광고 듣고 다시 만나요 팀장님 연금도 투자하세요?"
AD,467.46,469.87,2.41,1,1,SPEAKER_01,알아서 크는 연금은 없으니까 투자해야죠
DJ,469.93,472.42,2.49,1,1,SPEAKER_04,아 투자의 차이가 연금의 차이?
AD,473.62,701.93,228.31,32,10,"SPEAKER_00,SPEAKER_02,SPEAKER_03,SPEAKER_06,SPEAKER_07,SPEAKER_11,SPEAKER_14,SPEAKER_15,SPEAKER_23,SPEAKER_24","이제 연금도 투자다 N2 퇴직연금 역시 고용노동부가 선정한 2024년 퇴직연금 우수사업자 NH투자증권 원금손실유의 가입 전 상품설명서 및 약관필독 안녕하세요 이재훈입니다 가장 살기 좋은 집이 되도록 가장 빛나는 삶이 펼쳐지도록 삶을 움직이는 집 동문 디이스트 초중고 학습권과 도보 10분 문산역 문산의 중심 문산역 3차 동문 디이스트 센트럴 견본주택 개관 중 031-651-7733 한 회사를 똑같이 다녔는데 동기보다 내가 세금도 많이 내면 속이 타 안 타. 그럼 갈아타. 삼성증권 퇴직연금으로 연말 정산 최대 900만 원까지 공제받으니까 당신의 연금력이 커집니다. 삼성증권 투자 전 상품 설명서 및 약관 필터 원금 손실 발생 가능 및 투자 살피소 보수는 연 0.24에서 0.3%이며 홈페이지 참고. 안녕하세요. 신한 프리미어 모델 김수현입니다. 여러분께 특별한 자산관리를 소개합니다. 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다. 지금 만나보세요. 자산관리는 신한프리미어 여러분, 위기 상황으로 어려움을 겪고 계신가요? 혼자 고민하지 마시고 긴급복지 지원을 요청하세요. 생계, 의료, 연료비 등을 지원받으실 수 있습니다. 자세한 사항은 국번 없이 129로 문의 바랍니다. 보건복지부가 힘이 되어드리겠습니다. 장비 관리하다 하루 다 갔네. 장비도 시간도 아끼세요. 어떻게? 글로벌 표준의 안전한 최신 장비로. 고장 나면? 정기점검에 대체 장비도 지원돼요. 그랜탈 뭔데? 러터? 11월 새로운 시대가 시작됩니다. 살고 일하고 즐기고 쉬고 누리고 거대한 원안에 당신의 삶을 모두 담은 서울원에서 만나는 라이프컬처시대 서울원 아이파크 HDC 현대산업개발 이제 파스 고를 때 테크놀로지를 따져보세요. 세차 타고 싶은 사람들 주목 현대 자동차를 구매하는 새로운 비법 이름하여 안심플러스 할부 중고차 잔가를 70%까지 보장, 차값의 3분의 1만 매달 부담없이 나눠내고 2년 뒤엔 타던 차를 그대로 반납하면 되니 완전 초대박 자세한 내용은 지점 대리점 문의 모든 곳이 연결된 미래적 워크스페이스가 옵니다 스케일, 인프라, 비전까지 현대엔지니어링이 완성하는 하이엔드 워크 에디션 신광교 클라우드시티 1668 0668 현대 엔지니어링 함께해요 자연실로 건강한다 맛있는 닭하림 자연 닮아 자연실로 건강하게 어 하하림 착한 닭고기 자연실로 닭고기 하면 하하림 여러분은 지금 배우 김경남이 사랑하고 배우 이현우가 사랑하고 배우 문소리가 사랑하는 배우 노상현이 너무나 사랑하고 애청하는 배우 임주환이 사랑하는 배우 혜리가 사랑하는 박하선의 씨네타운과 함께하고 있습니다."
DJ,701.95,851.85,149.9,25,1,SPEAKER_04,오늘도 영화처럼 영화는 방울방울 그날의 영화 그 안의 추억 하은님이 보내주신 사연입니다. 4학년인 아들이 학교에서 현장 체험 학습을 간다고 도시락을 준비해야 한다고 했습니다. 오랜만에 뭐 실력 발휘 좀 해볼까 싶었죠. 인터넷에 예쁜 도시락 검색도 해보고 여러 가지 연구를 했습니다. 유부피에 볶음밥을 해서 채워 넣을까 캐릭터 김밥을 만들어줄까 고민을 하다가 아들에게 어떤 도시락이 먹고 싶냐고 물어봤습니다. 그랬더니 아들이 하는 말 음 나 그냥 맘나 분식에서 파는 김밥 사가지고 갈 거야 학교 분식점에서 파는 김밥을 사가지고 간다는 거죠 아니 도대체 왜 저 요리 실력 그렇게 나쁘지 않거든요 파는 김밥은 언제든지 먹을 수 있지만 특별한 날에는 엄마가 싸준 도시락을 먹어야지 정말 이해가 가지 않았어요 지난번에 지훈이랑 예준이도 만나분식 참치김밥 싸왔어. 나 그거 살 거야. 그래서 참치김밥을 싸준다고 했지만 아들은 여전히 김밥을 사가겠다고 고집을 부렸죠. 워킹맘이라 평소 제대로 챙겨주지 못해서 늘 미안했거든요. 그래서 멋진 도시락을 만들어서 엄마의 사랑을 느끼게 해주고 싶었는데 저는 속상한 마음에 친구에게 전화해서 하소연을 했습니다. 친구가 웃으면서 그러다 보냐. 아우 우리 아들도 그래. 그거 왜 그런지 알아? 친구가 꿀팁을 줬어요. 김밥을 만들어서 도시락통 대신 은색 호일에 돌돌 말아 비닐봉투에 넣어주라고 하더군요. 그렇게 무심하게 만들어줬더니 우리 아들 너무 좋아했습니다. 알고 보니 남자 아이들 사이에선 그게 힙한 거래요. 정말 아이들의 세계는 알 수 없구나 싶더군요. 그래서 이번 주말엔 아들에게 맛있는 음식도 좀 만들어주고 같이 영화 데이트 좀 해야겠어요. 우리 아들이 보고 또 봐서 대사까지 줄줄 외우는 영화 빅히어로. 저는 이 영화 끝까지 보지 못했거든요. 이번에 함께 보면서 우리 아들의 세계를 조금이나마 공유해보고 싶습니다.
