block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,7.12,7.09,1,1,SPEAKER_19,당신을 지키는 EHL 바이오가 6시를 알려드립니다.
DJ,39.8,149.73,109.93,12,1,SPEAKER_22,"자동차를 만드는 데에는 약 2만에서 3만 개의 부품이 필요하다고 합니다. 대형 제트 여객기를 만드는 데에는 수백만 개의 부속품이, 우주왕복선을 만드는 데에는 그보다 좀 많은 부속품이 필요하답니다. 그렇다면 나라는 존재, 자부심을 가져도 되는 존재입니다. 자동차나 비행기, 우주선보다 훨씬 정교하게 만들어졌기 때문입니다. 인간의 몸에는 수십 조개의 세포가 있다고 합니다. 체중 70kg의 성인 남성이라면 약 36조개, 60kg의 성인 여성은 28조개의 세포가 60개 조직을 이룬다고 합니다. 종류로 따져도 400여 종 세포가 그 크기와 개수 사이에 타협을 이루면서 나를 만들어갑니다. 체세포라는 부품은 알아서 낡으면 새 것으로 대체할 줄도 압니다. 아무리 정교한 기계도 재생 능력에 있어서만큼은 인간을 따라올 수 없죠. 부품의 개수와 크기와 다양성에서도 압도적 우위를 차지하는 인체인데 놀랍게도 때가 되면 알아서 낡은 걸 새 것으로 바꿀 줄도 압니다. 1월 6일 화요일입니다. 배철수의 음악 캠프"
MUSIC,151.28,297.78,146.5,5,1,SPEAKER_05,Sometimes I feel I've got to run away I've got to get away from the pain you're driving take my tears and that's not nearly all tainted love tainted love now i know i've got to run away i've got to get away you don't really want any more from me to me You need someone to hold you tight And you think love is to pray But I'm sorry I don't pray that way Once I ran to you Now I run from you This tainted love you've given I give you all a boy could give you Take my tears and that's not nearly all Tainted Love Tainted Love Don't touch me please I cannot stand the way you tease I love you though you hurt me so Now I'm gonna pack my things and go Tainted Love Tainted Love Tainted Love touch me baby tainted love
DJ,307.12,396.87,89.75,11,1,SPEAKER_22,"소프트셀의 테인티드 러브 들었습니다 사랑은 늘 순결하고 고결하고 이래야 되는데 테인티드, 테인티드 러브 하면 더럽혀진 사랑이거든요 이건 좀 곤란하죠 소프트셀, 테인티드 러브 이재현씨 반갑습니다 완벽한 하루 듣고 넘어왔습니다. 요새 4시에서 8시까지가 제일 행복해요. 이상준 씨 프로그램 듣고 배철수의 음악 캠프까지 쫙 하루에 4시간씩 들으시는 거예요? 궁금하네. 무슨 일을 하시는지 모르겠네. 아무튼 행복한 시간이라니까 저도 행복합니다. 감사합니다. 배출 수익 마켓 캠프입니다. 1부, 2부 주식회사 코끼리 베이글, 주식회사 해리즈 아보해, 주식회사 이비가푸드, 서울사이버대학교, 주식회사 본컴퍼니, 오뚜기 카레, 현대해상화재보험, 뿌리담은 리얼 생화사비 주비푸드, 미래세증권, 도드람 한돈, 원택 주식회사, 아이클타임 프리미엄 노무법인 폐 IS통서 백초싱크 광주은행 더 화이트 커뮤니케이션에서 함께합니다."
AD,398.53,689.38,290.85,25,9,"SPEAKER_08,SPEAKER_10,SPEAKER_11,SPEAKER_19,SPEAKER_24,SPEAKER_26,SPEAKER_27,SPEAKER_29,SPEAKER_30","코끼리 베이글 눈, 코, 입이 즐겁다 코끼리 베이글 안 입었나? 자꾸자꾸 이비가 이비가 짬뽕 이비가 짬뽕 모델 김태균입니다 국물 맛은 칼칼한데 자극적이지 않아 속은 편안한 남녀노소 모두가 완뽕하게 되는 바로 그 짬뽕 이비가 이비가요 이비가 짬뽕 일일 일짬뽕 오케이? 서울사이버대학을 다니고 나의 성공시대 시작됐다 서울사이버대학을 다니고 반려동물산업학과, 스포츠지도학과, 응용수학통계학과 등 사이버대 최대 49개 학과 전공해서 지금 신입생, 편입생을 모집 중입니다. 서울사이버대학교 지밴, 지밴, 지밴, 지밴 너무너무 편해 스타일도 멋져 일할 때는 역시 지밴 걸 지밴, 지밴, 지밴, 지밴 입어보면 알아 디테일도 좋아 작업복은 역시 지밴 대한민국 대표 워크웨어 지벤. 일하는 지금은 지벤 시대. 세계 10대 슈퍼푸드 브로콜리. 겨울엔 브로콜리 카레 어떠세요? 겨울의 카레 브로콜리 카레. 계절마다 카레를 다르게 계절마다 카레를 맛있게 카레로 계절을 맛보세요. 고혈압, 당뇨, 디스크가 있어도 몇 가지 질문만으로 간편하게 가입 가능! 유병자 걱정 덜어주는 현대해상 간편건강보험! 심사기준에 따라 가입이 제한될 수 있으니 유의사항을 확인하세요. 맑은 물이 흐르고 온도 변화가 크지 않은 까다로운 곳에서 자라는 와사비. 주비푸드는 그런 와사비의 뿌리 부분만을 엄선해 사용합니다. 소비자들을 존중하기에 좋은 원료, 정직한 표기를 약속합니다. 안녕하세요. 노란우산 홍보대사 탁재훈입니다. 세금 걱정에 노후 걱정까지 요즘 사장님들 참 걱정이 많으시죠. 이제 노란우산이 사장님 걱정을 탁 덜어드릴게요. 매년 최대 600만 원 소득공제에 구금내 대출 지원은 물론 복리이자로 퇴직금 역할까지 대한민국 사장님 곁엔 언제나 노란우산이 함께합니다. 사장님의 걱정을 탁 덜어들이는 든든한 희망자산 노란우산. 고맙습니다."
DJ,759.98,1000.8,240.82,42,1,SPEAKER_22,"어떻게 이런 음악을 만들었나 모르겠어요. 레드 제플린. 위대한 밴드입니다. 레드 제플린의 이미그런트 송. 0504번으로 청해 주셨는데 아들이 10살인데 10살짜리 아들이 신청하는 노래라고. 오오오. 자기 나이만큼 백햄을 청취한 어린이입니다. 엄마 뱃속에서부터 태어나면서부터 그냥 엄마가 들으니까 계속 같이 들은 거예요. 백햄 청취 10년 차. 음악 듣는 귀가 있는 거죠. 우리가 안목이 있다고 그러잖아요. 여기서 듣는 것도 포함돼야 돼요. 꼭 보는 것만 있는 건 아닙니다. 듣는 것도. 0504번. 고맙습니다. 레드 제플린 이미그런트 송. 오늘 회사일로 진짜 스트레스 받고 힘들었는데 퇴근하려고 차에 시동 걸었는데 레드 제플린 곡이 나오는 순간 모든 스트레스가 박살나네요. 오우. 1747번. 토르가 망치 들고 나와서 스트레스를 박살내버린 거죠. 하긴 이 음악은 여기저기 영화에도 많이 삽입이 됐습니다. 반면에 3980번으로는 형님 감기 걸려서 조퇴하고 누워서 듣고 있어요. 기운 차릴만한 팝송은 없을까요? 살려주세요. 감기가 요즘 감기가 좀 독하긴 독하더라고요. 저도 얼마 전에 감기 한 번 걸려서 제가 가만히 생각해 보니까 코로나 판데믹 이후로 처음 제대로 걸린 감기인 것 같아요. 중간에 코로나는 한 번 걸렸었는데 감기는 안 걸렸었거든요. 감기 기운은 가끔 있었는데 제가 방송 중에 왜 오늘 감기 기운이 좀 있습니다. 감기가 걸린 건 아닌데 와... 진짜 심하게 앓았습니다. 진짜 심하게 앓았어요. 그리고 후유증이 오래 가더라고요. 후유증. 그런데 기운 차릴만한 팝송은 없고요. 병원에 가서 의사에게 얘기를 해야지 저한테 얘기해봐야 소용이 없습니다. 그리고 감기라는 놈이 못된 게 앓을 만큼 앓고 나야 돌아오지 그냥 갑자기 일어나질 못합니다 아이고 빨리 완쾌하시길 휴대전화 문자 샷 8000번으로 받겠습니다 샷 8000번 50원의 정보 이용료 추가되고요 길게 보내면 100원입니다 사진 보내실 수 있고요 미니 게시판으로 참여하실 수도 있고요 오늘 그리고 이미 저 미니 게시판에 올려놨습니다만 오늘 4부는 안성기 형님 추모 특집으로 예전에 배출수행마크캠프에 출연했을 때 인터뷰한 내용을 잘 편집해서 4부에 보내드릴 겁니다. 4부 4부 갑자기 또 안성기 형님의 명복을 빕니다. 김가은 씨가 청해 주신 음악 베리 화이트 You are the first, the last, my everything We got it together, didn't we?"
MUSIC,1000.82,1450.88,450.06,12,4,"SPEAKER_03,SPEAKER_08,SPEAKER_13,SPEAKER_23","We've definitely got our thing together, don't we? I can easily feel myself slipping more and more waves The super world of my own Nobody but you and me My last, my everything And the answer to all my dreams You're my sun, my moon My guiding star My kind of wonderful That's what you are I see so many things A love so new only you could bring Can't you see it you You make me feel this way You're like a fresh morning dew On a brand new day I see so many ways I know there's only, only one like you There's no way they could have made two Girl, you're my reality But I'm lost in a dream You're the first, you're the last My everything She's blood, flesh and bone No touch of silicone She's touch, smell, sight, taste and sound But somehow I can't believe That anything should happen I know where I belong And nothing's gonna happen She's so high, high above me She's so lovely, she's so high Like Cleopatra, Joan of Arc, Aphrodite She's high society She's got the best of everything What could a guy like me ever really offer She's perfect as she can be Why should I even bother around her cause she's so high high above me she's so lovely she's so high like Cleopatra Joan of Arc high above me She calls to speak to me I freeze immediately Cause what she says sounds so unreal Cause somehow I can't believe That anything should happen I know where I belong And nothing's gonna happen Yeah, yeah She's so high, high above me She's so lovely, she's so high Like Cleopatra, Joan of Arc, her eyebrows"
DJ,1469.83,1507.43,37.6,4,1,SPEAKER_22,"탈바크만 She's so high 이찬혁씨가 정해주셨네요 고맙습니다 앞에 들으시는 음악은 베리 화이트의 You are the first, the last, my everything 자 계속해서 김두리씨 집에서 둘째입니까? 그래도 두리? 차두리 선수가 지금은 K2 화성FC 감독으로 있습니다 차두리 감독 제가 선수세도 좋아했고요 김두리씨 음악 아바예 안단태 안단태"
MUSIC,1531.51,1694.96,163.45,5,2,"SPEAKER_07,SPEAKER_08","Take it easy with me please Touch me gently like a summer evening breeze Take your time, make it slow just let the feeling grow make your fingers soft and light let your body be the velvet of the night touch my soul you know how I'm your music and I'm your song Play me time and time again And make me strong Make me sing Make me sound I'm your music and I'm your song Maybe time and time again And make me strong Maybe you think you're still making me strong Make me sing, make me sound Make me sing and make me undaunted, undaunted Tread lightly on my ground"
AD,1714.92,1870.22,155.3,15,6,"SPEAKER_06,SPEAKER_10,SPEAKER_11,SPEAKER_14,SPEAKER_15,SPEAKER_28","MBC FM4U 비대 살 땐 당당하게 3년 애플 비대 전국 무료 설치는 애플 비대 온 가족 믿고 쓰는 애플 비대 3년 무상 AS부터 전국 무료 설치까지 비대는 역시 당당하게 3년 애플 비대 애플 기타기구 취업 초록이구 취업 수원여자대학교 여성비더양성 미래를 만드는 수원여자대학교 세상을 바꾸는 여성의 힘 수원여자대학교 판총물 고민 고민하지마 인포인포 기프트인포 굿즈도 비교 비교하지마 인포인포 기프트인포 판총물도 판총물 대박날까 불안하네 기프트인포 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활입니다. 찬 바람에 오늘 잠시 내려갔던 기온 내일은 다시 올라갑니다. 이번 한 주는 유독 기온 변화가 여러 번 찾아오는 만큼 면역력 관리를 잘 해주셔야겠는데요. 오늘 아침 영하 7도까지 내려갔던 서울의 기온 내일은 영하 1도로 출발하겠고요. 강릉 영상 2도, 대전 광주 영하 1도, 대구는 영하 2도 등으로 오전까지는 오늘보다 상대적으로 포근하겠습니다. 다만 내일 오후부터 찬 공기가 내려오면서 다시 바람은 다소 차갑게 느껴지겠고요. 목요일에는 서울이 영하 9도까지 기온 내려갈 것으로 예상되니까 참고해두셔야겠습니다. 그리고 오늘 늦은 밤부터 강원 북부 내륙과 산지 그리고 제주 쪽으로는 빗도는 눈이 찾아옵니다. 오전에 대체로 그치겠지만 빙판길로 발전할 수 있으니 주의해두셔야겠습니다. 민자영입니다. 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활이었습니다."
