Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,0.03,14.07,14.04,이 캠페인은 환경부와 환경책임보험사업단이 함께합니다.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,23.74,27.41,3.6700000000000017,고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,AD
speech,49.09,69.95,20.86,박하선의 시내 타운 영화 프로포즈데이에서 에나의 아파트에 화재의 경고음이 삐- 울립니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,69.97,72.8,2.8299999999999983,얼른 중요한 것만 챙겨서 나가야 해요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,73.74,79.04,5.300000000000011,좋은 아파트에 고가의 물건들이 한가득 하지만 정작 에나가 원하는 건 그 안에 없습니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,86.65,90.39,3.739999999999995,늘 성공만을 위해 발버둥치던 에나는요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,90.42,92.1,1.6799999999999926,그때 깨닫습니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,92.12,99.75,7.6299999999999955,내 인생에 가장 중요한 건 이곳이 아닌 저 멀리 아일랜드에 있는 그 사람이란 걸요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,99.77,106.2,6.430000000000007,그날 에나의 마음속 점등이 화재 경고음과 함께 찾아오죠.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,106.22,109.54,3.3200000000000074,만약에 라는 말이 의미가 없는 것 같아도요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,109.56,114.43,4.8700000000000045,이렇게 극한의 상황을 상상하면 복잡한 답이 명료해집니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,115.69,125.13,9.439999999999998,만약 지금 화재 경고음이 삐 하고 울린다면 여러분은 어떤 걸 가장 먼저 찾으실 건가요?,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,125.47,125.59,0.1200000000000045,안녕하세요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,126.46,128.62,2.160000000000011,박하선의 시내타운 박하선입니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,142.09,171.16,29.069999999999997,You stuck on me in my laughing eyes I can't pretend though I tried to hide I like you I like you I think I felt my heart skip a beat I'm standing here and I can hardly breathe You got me You got me,SPEAKER_09:1.00s(1.000),SPEAKER_09,MUSIC
speech,374.86,376.28,1.419999999999959,11월 25일입니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,376.48,377.22,0.7400000000000091,월요일이네요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,378.14,384.8,6.660000000000025,박하선의 시네타운 첫 곡은 영화 프로포즈데이에서 콜비 카레이의 You Got Me였습니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,384.82,386.52,1.6999999999999886,2010년에 개봉한 영화입니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,386.54,393.04,6.5,프로포즈데이 아넌드 터커 감독의 작품이고 에이미 아담스 매튜 구드가 출연을 했어요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,393.79,401.58,7.789999999999964,아일랜드에는 4년에 한 번 돌아오는 2월 29일 여자가 남자에게 프로포즈를 하면 무조건 승득해야 하는 풍습이 있대요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
speech,401.6,404.05,2.4499999999999886,와우 세상에나 무섭다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,DJ
