block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,17.89,17.86,1,1,SPEAKER_11,지금 당장 구글 플레이 애플 스토어에서 KBS 플러스를 다운받으세요.
DJ/GUEST,36.72,280.06,243.34,8,2,"SPEAKER_06,SPEAKER_08",이은지의 가요광장 안녕하세요. DJ 이은지입니다. 여러분 오늘의 오크닝 사람마다 잘 사는 것에 대한 기준은 다릅니다 경제적으로 물질적으로 풍요로운 것일 수도 있고요 목표한 것에 대한 성취가 될 수도 있죠 근데요 물 흘러가듯 늘 하던 것들 익숙하게 하던 것들을 하면서 보내는 것도 충분히 잘 사는 거 아닐까요 그쵸 잘 먹고 잘 사는 법 그게 뭔지 아직은 몰라도 오지는 하루를 살 수 있다면 된 거야. 또 잘 대야만 했어 그렇게 살면서 여기까지 왔는데 여전히 모르겠어 시간은 흘러가는데 에이 구구구 나 계속 잘할 수 있을까 인생에 답이 있긴 한지 나름 잘 살고 있다고 생각했는데 전화할 사람은 줄어들고 조금씩 외로워져 잘 먹고 잘 사는 법 그게 뭔지 아직은 몰라도 오지는 하루를 살 수 있다면 된 거야 서로 지켜주며 같은 시간을 얻는다 잘 먹고 잘 사는 법 그게 뭔지 아직은 몰라도 오시는 하루를 살 수 있다면 된 거야 그렇게 같이 잘 살자 오늘도 같이 가보자
DJ,283.04,664.2,381.16,37,1,SPEAKER_06,"이은지의 가요광장 오늘 첫 곡은요. 유조, 옥상달빛, 선우정아, 셀럽와이브, 박문지의 잘 먹고 잘 사는 법이었습니다. 취자들 오늘 또 약간의 우리만의 비밀 스토리 약간의 이슈가 있었죠 아우 미안합니다 주선혜님은 눈치채셨네요 크크크크 언니 잠깐의 정적과 눈치 보는 거 뭐예요 걸렸어요 음 걸려버렸어요 걸려버렸습니다 피디님 미안합니다 우리 제작진들 너무너무 죄송하고 자 어떤 이슈가 있었냐 텐디가 이제 오프닝 원고가 1페이지일 거 아닙니까 아 1페이지인데 그 1페이지가 그 큐시트 음악이 써있는 큐시트 쪽으로 넘어가버리는 바람에 어딨지 어딨지 하다가 저에게 오프닝 원고가 이미 제 손에 사라졌고 어떻게 해야 되지 하면서 뒤쪽에 살짝 있는 원고를 읽으며 마지막은 PD님께 마음을 담아 사인을 보내드렸죠. 그쵸? 해찬인 PD님께서 알아들으시고 음악을 켜주시는 그런 해프닝과 에피소드가 있었습니다. 아 취자들 쉽지가 않네요. 녹록지 않네요. 역시 갈 길이 머네요. 이렇게 또 한 번 더 조금 더 긴장감을 좀 느껴야 될 것 같고 미안합니다. 이지은님 일상을 잘 사는 게 진짜 힘든 것 같아요. 그런 날들이 뭐요? 나만의 삶이 되는 거잖아요. 그런 의미에서 지금은 평소대로 가광 듣기에 집중할 겁니다. 그러니까 가광 듣기 집중 일상을 잘 보내고 별탈 없이 그렇게 지내는 게 어쨌든 행복인 것 같고요. 그런 이야기도 많이 하잖아요. 너는 뭐 하려고 행복해? 너는 어떨 때 행복해? 그런 질문에 도연 선배가 난 행복하려고 하지 않아 라고 하니까 오히려 오 그래 굳이 행복하려고 노력하지 않아도 그냥 일상의 소소한 순간을 즐기는 거 그게 진짜 행복일 수 있겠구나 텐디도 그거 완전 공감했던 이야기였거든요 이정현님 안녕하세요 저런 딸의 성화에 콩 설치 당하고 콩 설치를 당하셨대 라디오 청취 중인 50대 아저씨입니다 딸이 은지언니 은지언니 한 방송이 가요광장이군요 저도 시간 날 때마다 오겠습니다 소연아 사랑한다 아빠가 멋져 이렇게 아빠가 또 우리 따님이 라디오 듣는 거 많이 많이 알고 또 그래서 가요광장으로 사연을 보내주신 거거든요 이게 진짜 이 부모의 사랑 아빠의 사랑 엄마의 사랑 부모님이 자식에게 주는 사랑 그 사랑이 어떤 사랑일까요? 텐데 아직 경험해보지 못해서 개인적으로 좀 궁금하고 그리고 그 더너츠의 사랑의 바보라는 노래 있잖아요 원하는 좋은 사람 나타날 때까지 넌 잠시 내 곁에 있을 뿐이야 그게 요즘 다시 아빠들이 딸에게 하는 노래다라면서 많은 우리 따님들이 굉장히 좋아하더라고요 그것도 한번 아빠랑 같이 듣고 하는 시간 있으면 좋을 것 같네요 그러면 소연님의 아버님이심 정연님이 사연을 주셨으니까 소연님이랑 같이 맛있게 드시라고 저희가 치킨 치킨 상품권 보내드립니다 축하드려요 이보라님 텐디 출첵이요 오늘은 날이 따뜻해서 동네 공원 러닝 중입니다 패딩 입고 뛰었는데 너무 덥네요 나는 아직까지는 동계 러닝을 많이 못 즐기는 것 같아요. 좀 어렵기도 하고 또 호흡도 좀 녹록시 않은 것 같고 그래서 동계 러닝을 또 즐기시는 분들은 아유 좋아하시더라고요. 오히려 여름에 뛰는 것보다 겨울에 뛰는 게 더 재밌고 좋으시대요. 그래서 아 진짜? 막 이런 생각했고 보라님 그 검색해보니까 동계러닝 복장 같은 거 되게 잘 나와있던데 얇은 옷을 많이 껴입고 뛰어라 뭐 그런 이야기도 있고 장갑 필수다 귀랑 머리가 이제 얼면 쉽지 않으니까 거기 보온을 잘 해줘라 등등등 많은 이야기 있더라고요 그거 한번 체크체크 하시고 한번 살펴보시면 될 것 같아요 이렇게 또 오늘 여기까지 무사히 지나갔고요 아니 근데 여러분 어디서 뭐하면서 가요광장 듣고 계신지 사연 보내주십시오 문자번호 샵8910 짧은 문자 50원 긴 문자와 사진 문자 100원 어플 콩과 kbs 플러스는 무료입니다 삼사부일은요 은질의 편집쇼 omg 정직원인 골든찰대 장준씨 스페셜 일일 알바생 프로미스나인의 송하영씨와 함께 할거구요 이번주 유행템 애니메이션 트렌드 위고잉업업 입니다 오 애니메이션 트렌드 아 그래요 최근에 골든글로브 시상식에서 케이팝 데모넌터스가 애니메이션상 주제가상 받기도 했구요 라떼는 어떤 애니가 인기였는지 요즘 미취학 아동들에서는 어떤 애니가 또 핫한지 사연 미리 미리 보내주십시오 기다리고 있을게요 2026년 1.4분기 청주사 마지 가요광장 받아쓰기 오늘 준비된 선물은요 오호 이베리코 선물세트 와우 활용도가 엄청 좋을 것 같고 또 선물하고 선물 받고 그러면 기분 진짜 좋을 것 같은데 성공하신 분들 중 총 26분 뽑아서 저희가 선물 보내드릴 테니까요 많이 많이 참여해주세요 이번 주 광고 소개 게스트 맞춤송 프로미스9 노래입니다 감독님 음악 주세요 It's you 난 열두시 특별한 라디오 가요광장에 놀러와 탄디가 있잖아 텐션도 좋잖아 안 들을 이유 없을 텐데 이인지의 가요광장의 리뷰는요. 경기주택도시공사 바이노텍 미래에서 증권 고르기프트 세니어브랜드 금비 베스트슬립 넥세안 경기주택도시공사 제공입니다."
AD,664.22,669.05,4.83,1,1,SPEAKER_19,창업을 준비하는 청년들의 든든한 발판이 되어주는 곳이 있습니다.
GUEST,669.07,677.68,8.61,1,1,SPEAKER_05,GH 경기주택도시공사는 청년 창업가들이 도전에 이어갈 수 있도록 안정적인 기반을 함께 만들어가고 있습니다.
AD,678.02,684.61,6.59,1,1,SPEAKER_19,누군가의 가능성에 무한동력이 되어주는 일. GH가 함께합니다.
GUEST,686.61,696.24,9.63,5,2,"SPEAKER_05,SPEAKER_08","영자야, 너 피부 클리닉 다녀왔어? 아니, 화장품만 바꿨어. 무슨 화장품인데 이렇게 달라져? 리퍼브, 개인 맞춤형 화장품이라 써보면 확실히 달라. 리퍼브?"
AD,696.26,701.7,5.44,2,1,SPEAKER_02,"변화, 그 이상의 놀라움. 2025 APEC 공식 후원 화장품, 리퍼브."
DJ/GUEST,701.72,862.47,160.75,31,2,"SPEAKER_06,SPEAKER_08","전국 클라운지를 검색해보세요. 지금이야 스텝 1, 스텝 2, 숨이 멈춘 숨 지금부터 Get up Get down 낮은 하루 이은지의 가요광장 함께하고 계시고요. 저는 텐디 이은지입니다. 송은경님 저희 집 아이들은 지금까지 겨울잠을 자네요. 깨우다 지쳐서 라디오 들어요. 인격 수행 좀 해야겠어요. 인격 수행이라는 말이 굉장히 어떤 그런 정규적인 느낌도 살짝 들고요. 아니면 굉장히 중요한 어떤 그런 우리들만의 어떤 프로젝트 같은 그런 느낌도 드는데요. 현재 시각 12시 12분 14초고요. 은경님 아이들이 아직까지 자요? 많이 피곤했나? 이게 또 겨울에 좀 약하신 분들 있잖아요. 텐디 같은 경우에도 겨울이 좀 약하긴 해요. 겨울에 뭔가 아무것도 하기 싫고 누워만 있고 싶고 전기장판 안에 들어가가지고 그냥 가만히 있고 싶고 아무도 나 안 건드렸으면 좋겠고 말 시키지 않았으면 좋겠고 괜히 이상한 사춘기 같은 거? 은경님 오늘 하루도 파이팅 하시고 마음을 잘 다스리십시오. 그것밖에 없어요 진짜. 5250님 텐디 나 어제 술 마시고 펀치 기계 했는데 일어나니 손목이 시큰시큰거려요. 왜 술만 마시면 뭐든 다 알 수 있을 것 같은지 라디오 스피커에 손목 대고 있을 테니 오랜만에 호 해줘요. 5255님 아이참 정말 아니 왜 술 마시고 그렇게 펀치 기계를 하셨어요? 거기서 사다리 많이 나요 펀치 기계, 축구공 차는 기계, 망치로 해머 기계 이런 거 많잖아요 거기서 놀다가 사다리 많이 난다니까요 아이참 그리고 겨울이라 근육들이 다 뭉쳐있고 스트레칭도 안 한 상태에서 그렇게 갑작스럽게 근육을 쓰면 담이 와요 우리가 아직도 20대간 물론 오이오공님의 나이를 모르지만 그런 거 잘 하셔야 되는데 일로 오세요 라디오 스피커에다 손목을 대요 텐디가 사랑의 묘약 치료의 묘약 드릴게요 일로 가까이 와요 오이오공님 가까이 와요 나왔어요. 나왔어요. 손목 돌아가지요 이제. 네 나왔어요. 87372 나왔어요. 김승주님. 여자친구가 가요광장을 매일 들어요. 저도 이제 듣기 시작했는데 같은 라디오를 듣고 있다는 생각에."
DJ/GUEST,863.61,1099.81,236.2,27,2,"SPEAKER_06,SPEAKER_08","장거리지만 같이 있는 거였고 좋아요. 어쩌라는. 커플 사연들 진짜 어쩌라는 건지. 승주님. 물론 뭐 이렇게 누군가가 어떤 관계나 어떤 모임 그런 곳에서 이렇게 이은지의 가영장이 대화의 매개체가 되어서 대화하는 것은 정말 감사한 일이오나 커플 이야기를 어떻게 하라는 거지 알 길이 없습니다 송주님 사연 감사드리고 오늘은 라디오에 사연이 나왔어. 내가 보낸 문자를 텐디가 읽어줬어 하면서 또 여자친구분께 자랑자랑 많은 자랑해주세요. 8184님 텐디 나는 차에서 듣고 있다요. 텐션 좋은 텐디 목소리 와우 식곤증이 날아갔어요. 이제 12시 14분인데요. 이쯤 되면 이제 슬슬 좀 누워있고 싶기도 하고 한숨 좀 잠도 좀 자고 싶고 그런 마음 들잖아요. 우리 8183님 오늘도 완전 완전 화이팅이고 또 이따가 3, 4부에 재미난 시간까지 준비가 되어 있으니까요. 많이 많이 들어주셔요. 8737님 누나 저 드디어 학자금 대출 다 갚았습니다 영화도 안 보고 외식도 안 하고 퇴근 후 알바에 주말에도 알바해서 갚은 거예요 너무너무 행복해요 멋지다 대단하다 텐디도 학자금 대출 받아서 대학교 생활 했었거든요 그래서 가장 먼저 이렇게 돈이 조금 제 통장에 모이게 됐을 때 먼저 했던 일이 대출금 갚는 거 학자금 대출 갚을 때 기분이 약간 묘해요 뭔가 내가 되게 자랑스럽기도 하고 나한테 미안하기도 하고 그런 마음도 들고 여기저기 자랑하기도 하고 그런 많은 마음 들 텐데 8737님 정말 정말 고생 많으셨고 이제 앞으로 더 승승장구 할 일만 남았다라는 이야기 텐디가 드리고 싶습니다 현지시각 12시 16분 5초가 되었네요 이쯤에서 가요광장의 또 다른 은지를 한번 만나러 가볼까요 평범하게 꼭 닮은 우리의 하루 현실 고증 세상의 모든 은지 어우 야 고맙다 회사까지 일부러 태워가지고 나 그냥 살살 걸어가도 되는데 그렇게 멀지도 않고 렌지 렌지 그럼 내려서 걸어올래? 야 말이 그렇다는 거지 어 나 저기서 우회전하면 돼 아니 근데 너 앞이 보여? 야 이거 앞유리가 너무 지저분해 렌지 렌지 나도 알아 내가 진짜로 이번 주에는 세차를 하려고 했거든 근데 눈이 오는 거야 그래서 못했지 눈을 맞아서 더 지저분해지긴 했는데 그래도 앞은 보여 이 건물로 들어가면 되는 건가? 어 맞아 맞아 아 근데 점심시간이라 이거 주차 자리가 있는지 모르겠네 보자 보자 보자 보자 오 저기 저기 저기 렌지 렌지 완전 매의 눈이다 아 뭐야 경차가 주차돼 있었잖아 안쪽에 깊숙이 들어가 있어서 잘 안 보였나 봐 아 차가 있었어? 쓰읍 그러면 다른 데 자리가 어디 없나 보자 보자 보자 저기 저기 저기 차 없어 차 없어 완전 빈자리 룬지 룬지 우리 완전 럭키 아 진짜 왜 왜 왜 이번에도 왜 룬지 룬지 이 옆에 차가 주차선을 밟고 주차를 해놔가지고 공간이 좀 좁을 것 같아 그래? 그럼 내가 내려서 좀 봐줄까 룬지 룬지 그래 줄래? 나 진짜 부탁할게 어 그럼 그럼 잠깐만 잠깐만 여기? 이쪽 완전 괜찮아 충분해 런지 런지 나 좀 무서워 이거 닿을 것 같아 아니야 아니야 무서워 안 해도 되고 이거 공간이 충분하거든?"
