Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,0.03,20.18,20.15,KBS 플러스 KBS만이 제공 가능한 무료 서비스 스마트폰에서 즐겨보세요 40회 실시간 채널 5만 개의 다시 보기 KBS의 과거 현재 프로그램을 소환해서 볼 수 있습니다 지금 당장 구글 플레이 애플 스토어에서 KBS 플러스를 다운받으세요,SPEAKER_14:1.00s(1.000),SPEAKER_14,AD
speech,38.08,42.41,4.329999999999998,이은지의 가요광장 안녕하세요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,42.75,44.82,2.0700000000000003,DJ 이은지입니다.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,55.65,65.24,9.589999999999996,오래 알고 지낸 친구가 옛날부터 들었던 노래가 자주 이용하던 장소가 색다르게 다가왔던 적 있으신가요?,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,65.26,71.97,6.709999999999994,익숙해서 편안하면서도 묘하게 느껴지는 짜릿함 새롭게 알게 되는 재미들이 있잖아요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,72.53,79.06,6.530000000000001,오늘은 그런 소소한 재미들이 여기저기서 마구마구 발견됐으면 좋겠네요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,84.34,108.29,23.950000000000003,이 앨범을 들었을 때,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,140.19,167.22,27.03,러브 앨범들,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,253.54,271.05,17.51000000000002,이은지의 가요광장 오늘 첫 곡은요 라이즈 플라이업 이었습니다 아 그럴 때 있겠네요 진짜 매일 자주 듣던 노래를 편안하게 뭐 듣는데,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,271.03,287.87,16.840000000000032,갑자기 어머 이런 노래 가사가 이런 가사였구나 뭐 이런 것도 느낄 수가 있고 아니면 뭐 평소 매일매일 알고 지내던 사람이었는데 갑자기 뭔가 따스하게 뭘 챙겨줄 때 그럴 때 야 이런 또 다정함이 있는 사람이었구나 이런 것도 느낄 수가 있고요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,288.37,294.22,5.850000000000023,갑자기 뭐 밥 사준다 그러는데 막 누가 근데 소고기 사준다 그러면 의심하고 먹어야 돼요 여러분.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,294.2,295.66,1.4600000000000364,돼지고기는 괜찮은데요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,296.04,298.48,2.4399999999999977,소고기는 뭔가 부탁할 수도 있잖아요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,298.5,316.15,17.649999999999977,근데 또 상황이 상황인지라 내가 그 부탁을 들어줄 수 없는 상황이고 근데 그것도 서로 아무것도 모른 채 당연히 이 친구는 들어주겠지 하고 이야기를 꺼내는 순간 서로서로 부끄럽고 어색하며 이 시간이 코로 들어가는지 입으로 들어가는지 알 수 없는 그런 심각한 상황이 놓일 수도 있어요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,316.17,320.66,4.490000000000009,그러니까 여러분 소고기 같은 경우에는 조심해야 돼요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,320.64,324.35,3.710000000000037,우리 제작진 작진이들 측에서 은지 소고기 먹을래?,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,324.37,337.32,12.949999999999989,아 우리 작진이들이야 뭐 소고기 소고기가 뭐 양고기 소고기 비싼 고기 한번 저기 흑백요리사 같은데 나오는 고기라는 고기는 한번 우리가 다 먹어봐요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,337.35,338.61,1.259999999999991,별의별 고기가 다 나오던데요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,339.09,340.47,1.3800000000000523,송아지 고기.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,340.45,359.12,18.670000000000016,나는 깜짝 놀랐어요 우리가 말고기 매추리 이렇게 다양한 육류가 있구나 이런 걸 보면서 되게 많다 텐데 그런 생각했거든요 취재들 누가 소고기 사준다 그러면 의심하고 먹어봐야 돼요 섣불리 좋아요 잘 먹을게요,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,359.1,360.06,0.9599999999999796,이러면 안 돼요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,361.04,366.58,5.539999999999964,"잠시 후 2, 3부 여의도 맘카페 1월의 카페지기 배우 하도건 씨와 함께 하도록 할게요.",SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,367.05,370.41,3.3600000000000136,도건 씨와 함께 나누고 싶은 고민이 있다면 지금 바로 보내주세요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,370.77,378.0,7.230000000000018,보내주실 번호 샷8910 짧은 문자 50원 긴 문자와 사진 문자 100원 어플 콩과 KBS 플러스는 무료입니다.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,378.6,384.35,5.75,가요광장에서 익숙하지만 늘 새로운 것들 광고 듣고 다시 올게요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,384.97,389.88,4.909999999999968,창업을 준비하는 청년들의 든든한 발판이 되어주는 곳이 있습니다.,SPEAKER_23:1.00s(1.000),SPEAKER_23,AD
speech,389.9,399.02,9.120000000000005,GH 경기주택도시공사는 청년 창업가들이 도전에 이어갈 수 있도록 안정적인 기반을 함께 만들어가고 있습니다.,SPEAKER_02:1.00s(1.000),SPEAKER_02,AD
speech,399.04,403.99,4.949999999999989,"누군가의 가능성에 무한 동력이 되어주는 일, GH가 함께합니다.",SPEAKER_23:1.00s(1.000),SPEAKER_23,AD
speech,404.66,407.76,3.099999999999966,"영자야, 너 피부 클리닉 다녀왔어?",SPEAKER_14:1.00s(1.000),SPEAKER_14,AD
speech,407.79,409.41,1.6200000000000043,"아니, 화장품만 바꿨어.",SPEAKER_14:1.00s(1.000),SPEAKER_14,AD
speech,409.95,411.93,1.9800000000000184,무슨 화장품인데 이렇게 달라져?,SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,411.95,415.78,3.829999999999984,"리퍼브, 개인 맞춤형 화장품이라 써보면 확실히 달라.",SPEAKER_10:1.00s(1.000),SPEAKER_10,AD
speech,417.1,417.28,0.1799999999999499,리퍼브?,SPEAKER_17:1.00s(1.000),SPEAKER_17,AD
speech,417.3,418.76,1.4599999999999795,"변화, 그 이상의 놀라움.",SPEAKER_17:1.00s(1.000),SPEAKER_17,AD
speech,419.25,422.71,3.4599999999999795,"2025 APEC 공식 후원 화장품, 리퍼브.",SPEAKER_17:1.00s(1.000),SPEAKER_17,AD
speech,422.73,424.31,1.579999999999984,전국 클라운지를 검색해보세요.,SPEAKER_17:1.00s(1.000),SPEAKER_17,AD
speech,428.88,429.5,0.6200000000000045,"지금이야 스텝 1, 스텝 2, 숨이 멈춘 순간, day.",SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,431.8,435.7,3.899999999999977,이 노래는,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,441.36,443.9,2.539999999999964,이은지의 가요광장 함께하고 계시고요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,444.33,445.85,1.5200000000000389,저는 텐디 이은지입니다.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,446.63,450.65,4.019999999999982,취자 취자 청취자 지혜님이 문자 주셨네요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,451.35,452.07,0.7199999999999704,안녕하세요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,452.27,456.16,3.890000000000043,저희는 인도네시아 수라바야에 살고 있어요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,456.68,461.0,4.319999999999993,딸이 은지씨 팬이라서 시차도 있는데도 매일 챙겨서 듣고 있습니다.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,461.64,464.63,2.990000000000009,아이들 방학이라 가까운 바다로 여행 가는 길이에요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,465.11,466.11,1.0,우리 가족 파이팅.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,467.55,468.99,1.4399999999999975,사랑해.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,469.83,472.11,2.2800000000000296,지혜님 아니 어떻게 된 일이에요?,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
speech,472.67,495.07,22.399999999999977,뭐 아버님이나 지혜님의 일 때문에 지금 인도네시아에 있는 건지 아니면은 지금 잠깐 가족끼리 한 달 살기 두 달 살기 그런 걸 하러 가신 건지 아니면은 인도네시아에 그냥 정착해서 지금 살고 계신 건지 너무 궁금해서 진짜 지금 당장 전화라도 걸고 싶은데 이게 또 해외라서 번호가 없잖아요.,SPEAKER_16:1.00s(1.000),SPEAKER_16,DJ
