block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,8.37,8.34,1,1,SPEAKER_20,당신을 지킵니다 당신을 지키는 EHL 바이오가 6시를 알려드립니다
DJ,41.04,154.56,113.52,9,1,SPEAKER_25,오해하지 않으려면 제대로 봐야 합니다. 흙깃 보거나 멍하니 보거나 꼬아서 보다가는 괜히 오해하기 쉬우니 뭔가를 누군가를 있는 그대로 잘 보려면 들여다보는 게 좋습니다. 무언가를 들여다보기 위해서는 적어도 대상과 같은 높이에 시선을 주려는 노력이 필요한 법이라고 식물 세밀화가 이소영은 이를 얻줍니다. 내려다 보거나 올려다 보는 감각만으로는 대상을 제대로 알기가 어렵습니다. 오해 대신 이해를 하기 위해서 눈높이에 신경을 쓰면서 제대로 보고 제대로 알고 제대로 판단한 것 같아도 그것만으로는 부족합니다. 어떤 대상을 보고 이렇게 보인다 저렇게 보인다 생각된다면 그 다음에는 자기 스스로를 되돌아보는 과정이 필요합니다. 제대로 잘 봤어도 오해가 생기는 이유 보는 이의 관점이나 상식이 맞지 않아서겠죠 보는 이의 경험 데이터가 부족해서일 수도 있습니다 그러니까 이해를 잘 하려면 돌아볼 것들이 참 많습니다 자 1월 5일 월요일입니다. 대철수의 음악 캠프 출발합니다.
AD,154.58,154.78,0.2,1,0,,대철수의 음악 캠프
MUSIC,185.37,275.59,90.22,3,1,SPEAKER_11,"Sometimes you see that I get mad Don't you know no one alive can always be an angel, yeah When things go wrong, you see some bad I'm just a soul whose intentions are good Oh Lord, please don't you let me be misunderstood Sometimes I get so carefree With a joy that is hard to hide Then again it seems like well all I have to do is worry And then you're bound to see my other side Please don't you let me be misunderstood If I get edgy I want you to know That I never mean to take it out on only you Life has its problems I've got more than myself"
DJ,419.05,581.6,162.55,15,1,SPEAKER_25,오 이런 버전도 있군요. 특이하지만 이것도 나름의 매력이 있네요. 매력이 있죠. 제가 제일 좋아하는 버전인데. Don't let me be misunderstood. 에릭 버든 버전으로 들었습니다. 에릭 버든은 누구냐면 영국 밴드 애니멀스의 리드 보컬입니다. 애니멀스 시절에 이 노래 불러서 히트시켰거든요 이걸 다시 자기가 부른 거예요 에릭 버든 Don't let me be misunderstood 소창한 씨가 이거 제가 방송에서 늘 얘기했던 건데 이해는 바라지도 않는다 오해만 하지 말아다오 이거 제 친구가 잘하던 얘기거든요 지금 하늘나라 같습니다만 윤기백 피디라고 라디오에 mbc 라디오의 피디였고 1980년에 저하고 같이 비운의 프로그램 6개월 만에 끝난 담명 프로그램 젊음의 창가 제가 dj 이 친구가 피디 윤기백 이 친구가 자주 하던 얘기에요 이해는 바라지도 않는다 오해만 하지 말아다오 최홍미 씨가 지난 4일간의 특집 방송 참 좋았어요. 특히 선입견이 있었던 재즈가 제일 좋았습니다. 가끔 듣고 싶네요. 2025년 파미식 총결산 4일 동안 보내드렸는데 그중에서 재즈 편이 제일 좋았다는 얘기죠? 좋은 음악들이니까요 감사합니다 최홍미씨 그러고보니까 어... 2026년 첫 생방이네요 오늘 와 시무식같은 느낌인데요 자 청취자 여러분 또 잘 부탁드립니다 2026년에도 자 배출수익마켐프 1부 2부 주식회사 코끼리 베이글 주식회사 해리즈아보의 주식회사 이비가푸드 서울사이버대학교 주식회사 본컴퍼니 오뚜기카레 현대해상화재보험 뿌리담은 리얼 생화사비 주비푸드 미래세춘권 도드람한돈 원택주식회사 아이클타임 프리미엄 노무법인페 IS동서 백조싱크 광주은행
AD,581.58,855.23,273.65,23,9,"SPEAKER_10,SPEAKER_11,SPEAKER_12,SPEAKER_13,SPEAKER_14,SPEAKER_20,SPEAKER_21,SPEAKER_22,SPEAKER_29","더 화이트 커뮤니케이션에서 함께합니다 자꾸자꾸 이비가 이비가 짬뽕 이비가 짬뽕 모델 김태균입니다 국물 맛은 칼칼한데 자극적이지 않아 속은 편안한 남녀노소 모두가 완뽕하게 되는 바로 그 짬뽕 이비가 이비가요 이비가 짬뽕 일일 일짬뽕 오케이? 서울사이버대학을 다니고 나의 성공시대 시작됐다 서울사이버대학을 다니고 반려동물산업학과, 스포츠지도학과, 응용수학통계학과 등 사이버대 최대 49개 학과 전공해서 지금 신입생, 편입생을 모집 중입니다. 서울사이버대학교 지밴, 지밴, 지밴, 지밴 너무너무 편해, 스타일도 멋져 일할 때는 역시 지밴인걸 지디, 지디, 지밴, 지밴, 지밴 입어보면 알아, 디테일도 좋아 자극복은 역시 지밴인걸 대한민국 대표 워크웨어 지벤. 일하는 지금은 지벤 시대. 세계 10대 슈퍼푸드 브로콜리. 겨울엔 브로콜리 카레 어떠세요? 겨울의 카레 브로콜리 카레. 계절마다 카레를 다르게 계절마다 카레를 맛있게 카레로 계절을 맛보세요. 고혈압, 당뇨, 디스크가 있어도 몇 가지 질문만으로 간편하게 가입 가능 유병자 걱정 덜어주는 현대해상 간편건강보험 심사기준에 따라 가입이 제한될 수 있으니 유의사항을 확인하세요 맑은 물이 흐르고 온도 변화가 크지 않은 까다로운 곳에서 자라는 와사비. 주비푸드는 그런 와사비의 뿌리 부분만을 엄선해 사용합니다. 소비자들을 존중하기에 좋은 원료, 정직한 표기를 약속합니다. 아름다운 식탁 창조 주비푸드 미미미를 애셋 미미를 애셋 투자하는 미미 안녕하세요. 노란우산 홍보대사 탁재훈입니다. 세금 걱정에 노후 걱정까지 요즘 사장님들 참 걱정이 많으시죠. 이제 노란우산이 사장님 걱정을 탁 덜어드릴게요. 매년 최대 600만 원 소득공제에 구금내 대출 지원은 물론 복리이자로 퇴직금 역할까지 대한민국 사장님 곁엔 언제나 노란우산이 함께합니다. 사장님의 걱정을 탁 덜어들이는 든든한 희망자산 노란우산. 고맙습니다."
DJ,1041.54,1111.91,70.37,14,1,SPEAKER_25,팬헤일런 보컬리스트가 여러 명 거쳐가긴 했습니다만 그래도 저는 데이비드 리 로스 지금 노래 부른 보컬리스트가 묘하게 잘 어울렸어요 팬헤일런하고 팬헤일런 점프 들었습니다 올해가 또 말의 해잖아요 말처럼 침착히 도약하는 그런 한 해가 되시길 2951번으로 청해 주셨네요. 1990년 중1때부터 팬이에요. 감사합니다. 그때부터 백캠 들으신 거예요? 진짜 오래 들으셨는데 2951번. 팬 헤일런의 점프 들었습니다. 휴대전화 문자는 샵 8000번으로 받겠습니다. 샵 8000번 50원의 정보 이용료 추가되고요. 길게 보내면 100원입니다. 사진 보내실 수 있고요. 미니 게시판으로 참여하실 수도 있고요. 정기용 씨는 지금 여행 중이시네. 후쿠오카에서 유후인 버스 투어 마치고 돌아가는 도중에 방송 들으면서 메시지 보내봅니다.
AD,1111.93,1111.99,0.06,1,0,,아하.
DJ,1112.89,1226.34,113.45,13,1,SPEAKER_25,아 이게 버킷리스트 였어요? 외국에서 문자 보내는 거? 아 정기영씨 여행 잘하고 돌아오시기 바랍니다. 지난주에 문유석 작가가 출연했었잖아요. 음악 가져오셨는데 음악을 못 보내드린 음악들이 있어요. 최근에 책을 내셨거든요 그리고 드라마 작가로도 활동하시니까 드라마도 지금 방송되고 있고요 프로번호라고 책은 나로 살 결심 저도 뭐 어제 2016년에 첫 책으로 이 책을 쭉 읽었거든요 재밌게 읽었습니다 물론 전작인 개인주의자 선언이 저는 개인적으로 더 좋긴 했습니다만 나로 살 결심도 아주 재밌게 읽었는데 어렵죠 사실 나로 살 결심을 하려면 나를 잘 알아야 되잖아요 내 자신을 잘 알아야 되는데 그게 어렵거든요 얼마나 어려우면 소크라테스 형님께서 형님은 아니고 소크라테스는 어떻게 소크라테스 아저씨께서 할아버지께서 얘기하셨잖아요. 너 자신을 알라. 그게 잘 안 되기 때문에 주제를 알아라. 주제 파악을 해라. 이거랑 똑같은 얘기인데 이거 어렵습니다. 나를 확실하게 파악을 해야 나로 살 결심도 하게 되는 거죠 아무튼 문유석 작가가 가져오셨는데 못 보내드린 음악 두 곡을 계속 보내드릴 거예요 먼저 백의 루저
AD,1284.69,1293.28,8.59,1,1,SPEAKER_15,cut it
