block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,28.4,28.37,2,2,"SPEAKER_00,SPEAKER_13",이 캠페인은 환경부와 환경책임보험사업단이 함께합니다. 고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.
DJ,39.01,123.12,84.11,15,1,SPEAKER_14,아까 전에 시리즈물 빨간머리 앤에서 초록지붕집에 입양된 앤이 말합니다. 나는 지금 사랑받고 있어. 하지만 사랑받지 못했을 때도 내가 그럴 가치가 없다는 건 아니었어. 참 기분 좋아지는 얘기죠. 그런데 보통은 앤처럼 긍정적이기 쉽지 않죠. 그럼 어떡하느냐. 우리의 앤은 이 질문에도 답을 갖고 있습니다. 마음이 어두울 땐 밝은 상상을 하는 거지. 우선 너의 방이 무슨 색이면 좋을지 그걸 상상하는 것부터 시작해봐. 마음만 먹으면 기분 좋은 상상이 산들바람처럼 불어옵니다. 그래서 저의 상상은 뭐냐고요? 지금 시내타운을 듣고 있는 여러분의 얼굴을 그려보는 겁니다. 안녕하세요. 박하선의 시내타운 박하선입니다.
MUSIC,238.66,259.82,21.16,1,1,SPEAKER_08,I tilted your cloud You tilted my hand The rain falls in real time The rain fell through the night No dress rehearsal This is alright
AD,343.32,345.42,2.1,1,0,,감사합니다.
DJ,350.98,438.0,87.02,20,1,SPEAKER_14,11월 21일 목요일입니다. 박하선의 시내타운 첫 곡은 시리즈 빨간머리 앤에서 더 트레지컬리 힙의 Ahead By A Century 듣고 왔어요. 2017년에 공개된 빨간머리 앤 시리즈 미드 브레이킹 배드 시리즈로 유명한 모이나 월리 베켓 감독의 작품이고 에미베스트 맥널티 그리고 제라르딘 제임스가 출연을 했습니다. 우리의 추억 한켠에 있는 이야기죠. 캐나다의 프린스 에드워드 섬에 사는 앤 셜리의 이야기를 그린 드라마. 루시모드 몽고메리의 소설이 원작입니다. 이 빨간 머리에는 얼마 전에 아이랑도 한번 봤는데 전시회도 갔었고. 뭔가 그때도 느꼈어요. 뭔가 좀 다크하다고 느껴졌었거든요. 뭔가 너무 솔직하고 불편한 부분도 있고. 다시 봐도 약간 염세적인 애니메이션인 것 같아요. 솔직해요. 굉장히 미화하지 않고 동활하고. 근데 그래서 좀 더 짠하고 그리고 좀 더 뭔가 오히려 더 희망이 있는. 그걸 극복하고 또 애니. 잠시 후 2부에는 위클리 매거진이 있습니다. 박혜연 편집장님과 함께 한 주간 영역의 핫 이슈들 알아볼 거예요. 하고 싶은 얘기 듣고 싶은 노래가 있다 그럼 무료인 고릴라나 샵 1077로 짧은 건 50원 긴 건 100원의 유료 문자로 보내주시면 됩니다. 그럼 우리 광고 듣고 다시 만나요. 팀장님 연금도 투자하세요?
AD,438.4,440.6,2.2,1,1,SPEAKER_17,알아서 크는 연금은 없으니까 투자해야죠.
DJ,441.38,443.75,2.37,1,1,SPEAKER_14,아 투자의 차이가 연금의 차이?
AD,444.05,447.07,3.02,2,1,SPEAKER_17,이제 연금도 투자다. N2 퇴직연금.
DJ,447.49,451.98,4.49,1,1,SPEAKER_14,역시 고용노동부가 선정한 2024년 퇴직연금 우수사업자.
AD,452.0,453.02,1.02,1,1,SPEAKER_17,NH투자증권.
DJ,453.32,455.84,2.52,2,1,SPEAKER_14,원금 손실 유의. 가입 전 상품설명서 및 약관 필독.
AD,456.02,584.48,128.46,22,10,"SPEAKER_01,SPEAKER_02,SPEAKER_03,SPEAKER_06,SPEAKER_11,SPEAKER_13,SPEAKER_17,SPEAKER_18,SPEAKER_23,SPEAKER_24","장비 관리하다 하루 다 갔네. 장비도 시간도 아끼세요. 어떻게? 글로벌 표준의 안전한 최신 장비로. 고장 나면? 정기정고매 대체 장비도 지원돼요. 그랜탈 뭔데? 롯데 롯데 롯데비즈랑탈. 모두 렌탈 롯데 비즈렌탈 노트북 고소장비 지게차 로봇까지 롯데 비즈렌탈 여러분 위기상황으로 어려움을 겪고 계신가요? 혼자 고민하지 마시고 긴급복지 지원을 요청하세요 생계 의료 연료비 등을 지원받으실 수 있습니다 자세한 사항은 국번 없이 129로 문의 바랍니다 보건복지부가 힘이 되어드리겠습니다 안녕하세요 이재훈입니다 가장 살기 좋은 집이 되도록 가장 빛나는 삶이 펼쳐지도록 삶을 움직이는 집 동문 디스트 안녕하세요 신한 프리미어 모델 김수현입니다 여러분께 특별한 자산관리를 소개합니다 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다. 지금 만나보세요. 자산관리는 신한프리미어 한 회사를 똑같이 다녔는데 동기보다 내가 세금도 많이 내면 속이 타 안 타. 그럼 갈아타. 삼성증권 퇴직연금으로 연말 정산 최대 900만 원까지 공제받으니까 당신의 연금력이 커집니다. 삼성증권. 투자 전 상품 설명서 및 약관 필터. 원금 손실 발생 가능 및 투자자 비속 보수는 연 0.24에서 0.3%이며 홈페이지 참고. 여러분은 지금 가수 성시경이 사랑하는 배우 정혜인이 사랑하는 배우 엄지원이 사랑하는 배우 구교환이 사랑하고"
DJ,584.65,666.88,82.23,8,1,SPEAKER_14,영화감독 장항준이 함께하는 박하선의 씨네타운과 함께하고 있습니다. 그날의 영화 그 안의 추억 미영님이 보내주신 사연입니다. 저희 부부는 둘 다 영화를 너무 좋아해서 연애할 땐 무조건 영화관에서 둘이서 데이트를 했어요. 그런데 결혼을 하고 아이가 생기니 둘이서 영화를 보는 게 참 쉽지 않더라고요. 그러던 어느 날 웬일로 아들이 일찍 잠들었고 우린 일흔육퇴를 했습니다. 아 자 이런 황금 같은 시간을 그냥 보낼 수 없잖아 우리 오랜만에 영화 한 편 볼까? 여보는 가만히 있어 내가 싹 다 준비할게 잠깐만 어 저는 알겠다고 했고 잠시 방에 들어가서 아이 옷 정리를 하고 나왔어요 그런데 어디서 고소한 냄새가 나더라고요 남편이 가스레인지 앞에 서서 냄비를 흔들고 있었어요 쪼르르 달려가 보니 냄비 안에 타닥 타닥 타닥 타닥 하얀 팝콘이 퐁퐁 피어나고 있었어요 우리 여보가 영화 보는데 이 팝콘이 빠질 수 없지.
AD,666.89,668.66,1.77,1,1,SPEAKER_13,제가 팝콘을 무척 좋아하거든요.
