Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,0.03,4.26,4.23,안녕하세요.,SPEAKER_15:1.00s(1.000),SPEAKER_15,AD
speech,11.53,13.41,1.8800000000000008,코지마 브랜드 마케터 이광희입니다.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,13.93,17.51,3.580000000000002,라디오를 들으시는 분들이라면 이 노래 한 번쯤은 들어보셨죠?,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,17.99,23.96,5.970000000000002,귀에 쏙쏙 들어오는 라디오 CM송으로 코지마는 안마의자 대표 브랜드로 자리매김했습니다.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,23.98,27.73,3.75,고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,38.44,51.32,12.880000000000004,박하선의 시내타운,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,62.03,66.14,4.109999999999999,영화 러브레터에서 세상을 떠난 애인이 그리운 히로코.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,67.04,74.63,7.589999999999989,그런데 우연히 애인의 첫사랑과 자신이 굉장히 닮았다는 걸 알게 됩니다.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,74.65,77.46,2.809999999999988,그녀는 눈물이 그렁해서 말해요.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,77.48,80.98,3.5,만약 저한테 반한 게 닮아서 라면 용서 못해요.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,87.26,93.57,6.309999999999988,1138님이 본가에서 중학교 때 쓴 영화 감상문을 발견했습니다.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,93.59,103.8,10.209999999999994,"거기엔 러브레터를 보고 불쌍한 히로코, 이츠키는 네가 아니라 첫사랑을 쭉 사랑했던 거였어 라고 적어놨더라구요.",SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,104.66,109.42,4.760000000000005,이제 서른이 넘은 전 픽 웃으면서 덧붙여 적었죠.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,109.44,111.16,1.7199999999999989,아유 원래 사람 취향 안 변해.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,111.94,117.07,5.129999999999996,첫사랑도 사랑하고 나중사랑도 사랑한 거지 뭐.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,117.09,120.14,3.049999999999997,10년 후에 보면 전 또 어떤 글을 덧붙이게 될까요?,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,120.74,122.34,1.6000000000000083,하셨어요.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,122.36,127.65,5.290000000000006,지금의 여러분은 러브레터 속 사랑이 하나라고 생각하세요?,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,127.67,133.09,5.420000000000002,내가 얼마나 달라졌는지는 예전 푹 빠졌던 영화를 보면 알 수 있어요.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,134.07,134.87,0.8000000000000114,안녕하세요.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,135.64,138.26,2.6200000000000045,박하산의 시내타운 박하산입니다.,SPEAKER_02:1.00s(1.000),SPEAKER_02,DJ
speech,174.84,200.34,25.5,아멘 아멘,UNKNOWN:1.00s(1.000),,AD
