block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,27.73,27.7,5,2,"SPEAKER_12,SPEAKER_15",안녕하세요. 코지마 브랜드 마케터 이광희입니다. 라디오를 들으시는 분들이라면 이 노래 한 번쯤은 들어보셨죠? 귀에 쏙쏙 들어오는 라디오 CM송으로 코지마는 안마의자 대표 브랜드로 자리매김했습니다. 고객들의 마음을 사로잡기 위해 SBS 라디오와 함께하세요.
DJ,38.44,138.26,99.82,16,1,SPEAKER_02,"박하선의 시내타운 영화 러브레터에서 세상을 떠난 애인이 그리운 히로코. 그런데 우연히 애인의 첫사랑과 자신이 굉장히 닮았다는 걸 알게 됩니다. 그녀는 눈물이 그렁해서 말해요. 만약 저한테 반한 게 닮아서 라면 용서 못해요. 1138님이 본가에서 중학교 때 쓴 영화 감상문을 발견했습니다. 거기엔 러브레터를 보고 불쌍한 히로코, 이츠키는 네가 아니라 첫사랑을 쭉 사랑했던 거였어 라고 적어놨더라구요. 이제 서른이 넘은 전 픽 웃으면서 덧붙여 적었죠. 아유 원래 사람 취향 안 변해. 첫사랑도 사랑하고 나중사랑도 사랑한 거지 뭐. 10년 후에 보면 전 또 어떤 글을 덧붙이게 될까요? 하셨어요. 지금의 여러분은 러브레터 속 사랑이 하나라고 생각하세요? 내가 얼마나 달라졌는지는 예전 푹 빠졌던 영화를 보면 알 수 있어요. 안녕하세요. 박하산의 시내타운 박하산입니다."
AD,174.84,314.72,139.88,3,0,,아멘 아멘 아멘 아멘 아멘
DJ,343.34,432.94,89.6,17,1,SPEAKER_02,11월 24일 일요일입니다. 박하선의 시내타운 첫 곡은 영화 러브레터에서 A Winter Story 듣고 왔어요. 99년에 개봉한 영화입니다. 러브레터. 이와이 슌지 감독의 작품이고 나카야마 미호가 주연을 맡았습니다. 사고로 연인 이츠키를 떠나보낸 히로꼬. 그녀는 그리움을 담아 이츠키의 사라진 옛날 주소로 편지를 보내는데 놀랍게도 답장이 오기 시작하면서 벌어지는 이야기. 아 오프닝 이야기 재밌었죠. 그러게요. 사람 취향 안 변하니까. 이게 내가 타임슬립을 해서 쓰는 것처럼 이렇게 시간이 지나고 이렇게 글을 쓰는 것도 재밌겠네요. 둘 다 사랑했을까요? 사랑했겠죠? 그게 또 사랑이었을까요? 뭐 그런 생각을 하게 되는 지금 생각해보니까 그 러브레터 속 옛날 사랑도 사랑인가 싶네요 이게 안 이루어져서 또 환상이 커진 게 아닌가 그래서 닮은 사람을 만났을 때 그게 빵 폭발했을 수도 있고 별의별 생각이 다 듭니다 나이가 들면 잠시 후엔 퀴즈는 쉽고 선물은 많은 영화를 좋아하면 정답이 들리는 퀴즈가 준비되어 있습니다.
AD,433.31,608.95,175.64,43,11,"SPEAKER_03,SPEAKER_05,SPEAKER_11,SPEAKER_15,SPEAKER_16,SPEAKER_17,SPEAKER_19,SPEAKER_21,SPEAKER_25,SPEAKER_26,SPEAKER_27","자 그럼 우리 광고 듣고 다시 만나지요. 역시 고용노동부가 선정한 2024년 퇴직연금 우수사업자. MH투자증권. 원금 손실 유의. 가입 전 상품설명서 및 약관 필독. 안녕하세요. 이재훈입니다. 가장 살기 좋은 집이 되도록 가장 빛나는 삶이 펼쳐지도록. 삶을 움직이는 집. 동문 디이스트. 초중고 학습권과 도보 10분 문산역. 문산의 중심. 문산역 3차 동문 디이스트 센트럴. 견본주택 개관 중. 031-651-7733. 한 회사를 똑같이 다녔는데 동기보다 내가 세금도 많이 내면 속이 타 안 타. 그럼 갈아타. 삼성증권 퇴직연금으로 연말 정산 최대 900만 원까지 공제받으니까 당신의 연금력이 커집니다. 삼성증권 투자 전 상품 설명서 및 약관 필터 원금 손실 발생 가능 및 투자자 비속 보수는 연 0.24에서 0.3%이며 홈페이지 참고 안녕하세요. 신한 프리미어 모델 김수현입니다. 여러분께 특별한 자산관리를 소개합니다. 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다. 지금 만나보세요. 자산관리는 신한프리미어 새 차 타고 싶은 사람들 주목! 현대의 자동차를 구매하는 새로운 비법! 이름하여 안심 플러스 할부! 중고차 잔가를 70%까지 보장! 차값의 3분의 1만 매달 부담없이 나눠내고 2년 뒤엔 타던 차를 그대로 반납하면 되니 완전 초대박! 자세한 내용은 지점 대리점 문의! 여러분, 위기 상황으로 어려움을 겪고 계신가요? 혼자 고민하지 마시고 긴급복지 지원을 요청하세요. 생계, 의료, 연료비 등을 지원받으실 수 있습니다. 자세한 사항은 국번 없이 129로 문의 바랍니다. 보건복지부가 힘이 되어드리겠습니다. 안녕하세요. 윤종신입니다. 이정하입니다. 탄탄한 내일을 위해 함께 들어볼까요? 퇴! 인생 멀리 보고 안정적 퇴직연금은 탄탄한 신한은행 퇴직연금 11월 새로운 시대가 시작됩니다. 살고 일하고 즐기고 쉬고 누리고 거대한 원안에 당신의 삶을 모두 담은 서울원에서 만나는 라이프 컬처 시대 서울원 아이파크 HDC 현대산업개발"
MUSIC,614.47,670.36,55.89,2,1,SPEAKER_08,Moon river wider than a mile I'm crossing you in style someday Oh dream maker you heart breaker wherever you're going i'm going your way two drifters off to see the world there's such a lot of world to see wherever
AD,699.5,729.1,29.6,1,0,,아멘
DJ,732.86,892.06,159.2,25,1,SPEAKER_02,1429님이 신청하셨습니다. 영화 티파니에서 아침을 해서 오드리예뻐니 부른 문위버 듣고 왔어요. 박하산의 시내타운 함께하고 있습니다. 우리 테리우스들은 주말에 뭐하나 한번 같이 볼까요? 우리 소라님은? 수능 끝난 고3 조카 데리고 쌍꺼풀 수술 어머 시켜줘요 아 요즘도 이렇게 시켜주는군요 다 컸으니까 병원 갔다 왔대요 이모밖에 없다고 하트 뿅뿅 날려주는데 이 맛에 돈 버는구나 싶어요 엄청 뿌듯하네요 하셨어요 우리 조카분 소라님한테 자식이 생기기 전에 많이 많이 혜택 받으세요 이게 진짜 이모 고모 삼촌 조카 사랑은 아 정말 이렇게 못 말려요 그죠? 4637님은 22년 군복무 마치고 제 2의 인생을 준비하고 있대요. 와 군인이셨구나. 열심히 준비한 면접 결과가 나왔는데 낙방이네요. 위로보단 격려를 받고 싶어서 아내한테 얘기했는데 극티인 아내는 부족한 점에 대해 먼저 분석하더라고요. 어머 저 그런데 괜히 싸움 될까봐 좋게 얘기하고 넘겼는데 불합격 통보받았을 때보다 더 속상하더라고요. 저는 이게 22년 동안 군인으로 사셨으면 누구보다 성실하잖아요 이게 또 정해진 규칙대로 정해진 시간에 아침 일찍부터 해서 이렇게 저는 너무 합격시킬 것 같은데 우리 4637님을 알아볼 분이 조만간 나타날 거예요 너무 대단한 거잖아요 한 직장에 20년 이상 있던 것도 저도 20년 딱 됐는데 쉬운 일은 아닌 것 같아요 저 같으면 바로 합격인데 일단 시켜볼 것 같은데 성실함 요즘 진짜 성실함이 최고잖아요 금방금방들 그만두니까 우리 윤정님은요. 캔디 친정가서 김장하고 왔대요. 쪼그려 앉아서 김장을 했더니 몸이 이제야 반응을 한다고. 요즘 김장 많이들 하시네요. 골반이랑 허벅지가 당기고 너무 뻐근해요. 저 운동 부족인가봐요. 아니 근데 이게 운동이죠. 다들 김장 하셨냐고. 우리 요즘 테리오스 분들 많이 하고 있습니다. 보통 일이 아니죠. 허리도 아프고. 영화 코스트 맘마에서 최재훈의 와 최재훈씨 노래 너무 좋죠 함께 있으면 좋을 사람 영화 세상의 중심에서 사랑을 외치다 아 오프닝에 러브레터 얘기했는데 아 또 비슷한 또 좋아하는 영화 가만히 눈을 감고 정재훈님의 목소리로 듣고 우리 다시 만나요 함께 있으면 좋을 사람
AD,902.51,1403.66,501.15,14,3,"SPEAKER_09,SPEAKER_10,SPEAKER_11",우리 사랑은 이제 금방 시작됐잖아 내 인생 여기다 혼자 남겨두고 갈 거니 보고 싶지만 널 보고 싶지만 이 세상 앞은 모두 지나가면 우린 다시 만날 수 있을까 감사합니다. 그동안 행복했어 안녕 아침이 와 눈을 떠보니 그대의 작은 흔적이 내 곁에 있어 메마른 내 입술에 스친 잊었던 하얀 숨결이 그러면 부서진 채 언젠가 나를 슬프게 했던 그대 울던 얼굴 내 마음이 내 눈물이 그대를 기억하고 있어 Your love forever 가만히 눈을 감고 그대를 그리네요 손에 닿을 듯 가까이 계절이 변해가듯 무심히 내 영혼을 지나쳐 버린다 해도 잊혀지는 기억이라도 내게는 유일한 사랑 긴 세월이 흐른 뒤에도 좋았던 추억만으로 가질게요 여전히 우릴 비추고 있던 어느 겨울 새벽 별빛의 소원을 빌던 밤들과 그대를 기억하고 있어 I wish forever 가만히 눈을 감고 그대를 그리네요 손에 닿을 듯 가까이 계절이 변해가듯 무심히 내 영혼을 지나쳐 이제는 기억에서만 그대가 보이네요 괜찮아요 난 이제 내가 쉴 수 없지만 버틸 수 있을 만큼 내 안에 남았으니까 아직은 아마 있으니까
DJ,1424.59,1548.21,123.62,11,1,SPEAKER_02,"영화 고스트 맘마에서 함께 있으면 좋을 사람 영화 세종사 세상의 중심에서 사랑을 외치다 해서 가만히 눈을 감고 듣고 오셨어요. 우리 현진님 캔디 이번 주까지 작은 아이 대학 입시 시험이 있대요. 빨리 마무리하고 입시 지옥에서 탈출하면 좋겠다고. 시험 끝나면 아이랑 겨울바다 가기, 영화 보기, 쇼핑 약속을 했거든요. 많이 지쳐있고 힘들지만 조금 더 힘을 내주면 좋겠다고. 아 어제 그 아이 친구의 엄마분이 아 나 여기 합격했어 우리 아들 이러면서 연락 오셨는데 아 진짜 너무 홀가분하고 좋겠더라고요 자 우리 현지님도 좋은 소식 꼭 있었으면 좋겠네요 하나님은 유치원생 저희집 꼬맹이가 고양이를 참 좋아해요 그런데 엄마인 저는 동물을 별로 좋아하지 않고 심지어 무서워하기까지 해요 그래서 벼르다 벼르다 벼르다 오늘 드디어 고양이 카페에 간다고 저 괜찮겠죠 하셨습니다 아우 너무 귀엽죠 근데 이렇게 되게 많은 곳은 냄새가 날 수도 있어요 이렇게 알러지가 있을 수도 있고 그러니까 전 좀 한가한데 가거든요 저도 약간 털이 많으면 조금 간지러워가지고 그런 데 한번 찾아가시면 좋을 것 같아요 오늘 혹시 안 맞으면 현숙님은 캔디 어남 선생님표 양념게장 레시피 너무 좋아요 너무 맛있죠? 약간 이게 꽃게무침 같아요 저도 너무 좋아해요 이거 막 팔라고 했는데 야 이 팔면 이게 신선도가 안 나와 이러더라고요 완전 만능이라고 오징어 볶음 할 때도 그 양념 쓰니까 어 그거 그대로 썼다던데 진짜 맛있더라고요 맞아요 감사하다고 좀 전해주세요 꼭이요 SNS에 글이라도 남겨주세요 댓글 그런 거 좋아요 잘 하고 잘 먹고 있다는 걸 제일 좋아해서 영화 당신의 혹은 나의 크리스마스 투에서 샘 라이더의 Your Christmas To Me 이 곡 듣고 우리 다시 만나요."
