block_type,start,end,duration,segments,speaker_count,speakers,text
AD,0.03,20.32,20.29,1,1,SPEAKER_13,KBS 플러스 KBS만이 제공 가능한 무료 서비스 스마트폰에서 즐겨보세요 40개의 실시간 채널 5만 개의 다시 보기 KBS의 과거 현재 프로그램을 소환해서 볼 수 있습니다 지금 당장 구글 플레이 애플 스토어에서 KBS 플러스를 다운받으세요
DJ/GUEST,38.96,174.74,135.78,6,2,"SPEAKER_06,SPEAKER_10",이은지의 가요광장 안녕하세요. DJ 이은지입니다. 어제보다 춥습니다 라는 말을 어제 아침에도 들었거든요 근데 오늘도 그러더라구요 어제보다 춥습니다 기온은 어제보다 떨어졌고 바람은 어제보다 심해졌고 마음은 어제보다 어떠셔요? 아무래도 오늘이 새해 첫 출근인 분들도 많으실 텐데 여러분 상황이 어때요? 난 난 난 난 난 꼬마의 돌 밤이 되면 내 맘속에 주님 문이 열리죠 누군가피 지금이 딱 널 위한 show time Make it your same day 울리면 왜 찾아와 줄래 지금 맞출래
DJ,275.16,577.64,302.48,57,1,SPEAKER_10,"이은지의 가요광장 오늘 첫 곡은요. 트와이스 낙낙이었습니다. 청취자분들 낙낙 괜찮아요? 많이 추운데요. 텐디 여의도에 있는데요. 정말 추워서 깜짝 놀랄 지경. 텐디 얼죽아인데도 불구하고 오늘은 그냥 커피를 마시지 말까 할 정도로 너무 추웠어요. 오늘 진짜 추운데 우리 취자들은 어디서 무엇을 하며 어떻게 지내는지 텐데 너무너무 궁금해요. 낙낙 취자들 낙낙. 근데 많은 청취자분들 들어와 주셨네. 전민기님 김은영님 최흥숙님 1191님 1739님 등등등 청취자분들 들어오고 계십니다. 9895님. 강원도 속초에서 20살 되는 딸아이와 일출 보고 집으로 가는 중 어제보다 춥다라는 말 너무 공감되네요 텐디 감기 조심하셔요 하하 그러니까 말이에요 근데 텐디 2025년도에 감기 한 번도 안 걸린 것 같은데요 몇 번의 열과 몇 번의 체는 있었지만 급체는 있었지만 감기는 한 번도 안 걸렸네요 이게 어쨌든 생방송으로 매일 무언가를 해야 된다라는 그런 마음가짐이 그럴 수도 있겠다 강나경님 연초 플러스 월초 엄청 바빠요 퇴근하고 싶어요 정말 초초초 너무 바빠. 연초 바빠. 연초는 연초로 바쁘고 월초는 월초로 바쁘지. 연말은 연말이라 바쁘고 월말은 월말이라 바빠요. 바빠다 바빠 현대사회. 녹록치 않은 사회생활. 어쩔 거냐 사춘기. 지나간다 갱년기. 우리 모두 행복기원 긍정기원 청취자들. 텐디가 이렇게 네 글자로 취자들의 행복을 한번 빌어봤고요. 나경님 퇴근하고 싶지요? 근데 그러기엔 너무 지금 12시 6분밖에 안 됐어요. 퇴근을 늘 마음속에 우리가 갖고 있지만 12시 6분밖에 되지 않아 잠시 퇴근하고 싶은 마음은 접어두시고. 김 라니님 라니. 병훈현 첫 출근인데 내일이 또 주말이라 설렙니다. 게다가 지금 대표님도 외출하셔서 사실상 프리입니다. 아우 센나. 라니님 그러면 트와이스의 또 알코올 프리 같은 노래 한번 들어주시면서 음 기분 너무 좋다 해주셔도 좋고요. UV의 이태원 프리덤 같은 노래를 또 들어주시면서 신나게 둠칫둠칫 대표님 없을 때 그 여유를 좀 즐기시는 것도 좋을 것 같은데요. 김진님 저 어째요? 살아남을 수 있을까요? 오늘 캠핑장 가는데 영하 10도라니. 이게 근데 또 너무 추우면 텐트 설치하는 것도 힘들고요. 텐트를 철거하는 것도 너무너무 힘든데. 만반의 준비하셨나요? 화목난로부터 난로 위에 올려놓을 무동력 팬, 핫팩, 침낭 등등등등. 잔뜩 준비를 하신 거예요? 잔뜩 준비했다면 그래도 요즘 뭐 겨울에 장박하시는 분들도 많으니까 괜찮을 것 같긴 한데 조금 준비가 여유치 않다면 아 그냥 집에 가셔서 오늘은 푹 쉬는 걸 텐디가 추천 추천하도록 합니다 취지아들 괜찮아요? 아 미치겠네 우리 취지아들 걱정돼가지고 아 잘 다녀야 될 텐데 그리고 또 텐디랑 어제도 이렇게 다니다가 보니까 또 접촉사고 나신 분들 봤어요 근데 이게 우리가 사고가 나고 싶어서 나는 게 아니잖아요 근데 괜히 알죠 1월 1일부터 1월 2일부터 1월 3일부터 괜히 나한테 안 좋은 일 오면 괜히 막 더 끼림칙하고 기분 그렇잖아요. 근데 취자들 그런 거 절대 생각하지 말아요. 그냥 1월 1일은 1월 2일은 그냥 늘 그렇듯 똑같이 돌아오는 날일 뿐이다 라고 긍정적으로 마음 먹으셔야 돼요. 문자 보내주실래요? 문자 번호 샵8910 짧은 문자 50원 긴 문자와 사진 문자 100원 어플 콩과 kbs 플러스는 무료 3,4부에는요 광장코인 노래방 광코노 가수 이소정씨 후이시 함께 하도록 할게요 이번 주 주제 2026년 나의 새해 첫 곡 어떤 가수의 어떤 노래의 어떤 가사의 소절을 들으셨는지 사연과 함께 보내주세요 이번 주 광고 소개 제작진 선정 2025년 베스트 오브 베스트로 함께 하는데요. 텐디가 부캐 특집으로 광고 소개를 한 적이 있었어요. 랄랄씨의 부캐 이명화의 진짜 베기도 있었고요. 코미디언 정경민씨 김미류씨의 부캐 방울자매 노래도 했었고요. 부캐 특집 때 어떤 노래에 맞춰서 광고 소개했는지 확인해 봅니다. 감독님 음악 주세요."
AD,578.49,578.53,0.04,1,0,,텐디
DJ,579.52,627.95,48.43,2,1,SPEAKER_10,가려요 하지만 12시 되면 좀 달라요 바블로프의 개처럼요 텐션 끌어올려 이름 카페요 가요 광장에서 맘껏 놀아요 이은지의 가을광장일 리뷰는요 경기주택도시공사 바이노텍 미래스증권 고르기프트 세니어브랜드 금비 베스트슬립 넥스얀 경기주택도시공사 제공입니다 샤라웃 투 문세윤 창업을 준비하는 청년들의 든든한 발판이 되어주는 곳이 있습니다 GH 경기주택도시공사는 청년 창업가들이 도전에 이어갈 수 있도록 안정적인 기반을 함께 만들어가고 있습니다
AD,628.3,634.89,6.59,1,1,SPEAKER_19,누군가의 가능성에 무한동력이 되어주는 일. GH가 함께합니다.
GUEST,635.51,646.17,10.66,4,1,SPEAKER_09,"영자야, 너 피부 클리닉 다녀왔어? 아니, 화장품만 바꿨어. 무슨 화장품인데 이렇게 달라져? 리퍼브, 개인 맞춤형 화장품이라 써보면 확실히 달라."
AD,646.19,654.04,7.85,4,2,"SPEAKER_02,SPEAKER_21","리퍼브? 변화, 그 이상의 놀라움. 2025 APEC 공식 후원 화장품 리퍼브. 전국 클라운지를 검색해보세요."
DJ/GUEST,656.03,697.69,41.66,12,2,"SPEAKER_06,SPEAKER_10",스텝 2 이은지의 가을광장 함께하고 계시고요. 저는 텐디 이은지입니다. 취자들 괜찮아요? 나 너무 추워서 취자들 걱정이네 정말. 취자들 너무너무 춥고 우리 오픈 스튜디오에 계신 분들도 추울 것 같은데 안에 들어가 계시지. 마이크 살짝 열어볼게요. 안녕하세요. 목소리가 지금 생방송으로 송출됩니다. 크게 해주십시오. 안녕하세요. 어디서 오셨어요?
AD,697.71,697.83,0.12,1,0,,안녕하세요.
